gene	length
CARHR281520	1626
CARHR132490	915
CARHR145620	525
CARHR278340	276
CARHR274440	2736
CARHR200830	1077
CARHR109460	2430
CARHR101610	1263
CARHR077440	585
CARHR196430	2610
CARHR085270	4591
CARHR264210	432
CARHR033430	1362
CARHR030160	1993
CARHR273870	1082
CARHR104130	2607
CARHR124620	447
CARHR268570	498
CARHR027460	3735
CARHR135560	930
CARHR186090	960
CARHR006050	2344
CARHR131670	1632
CARHR261360	1811
CARHR121110	399
CARHR139440	399
CARHR037220	928
CARHR222090	969
CARHR226770	2580
CARHR263290	1631
CARHR141010	3077
CARHR014000	501
CARHR138790	852
CARHR027870	288
CARHR228630	411
CARHR284320	1314
CARHR083940	495
CARHR070140	729
CARHR117910	865
CARHR275310	1493
CARHR096570	734
CARHR151380	1152
CARHR199960	2838
CARHR206200	1647
CARHR005650	207
CARHR221010	1086
CARHR206940	489
CARHR001720	990
CARHR009550	1306
CARHR172360	5048
CARHR032000	528
CARHR260010	3222
CARHR043850	2256
CARHR146540	438
CARHR276750	1122
CARHR279920	846
CARHR125280	1332
CARHR015750	1591
CARHR272040	1241
CARHR224190	978
CARHR086700	729
CARHR071230	2898
CARHR130230	681
CARHR138420	573
CARHR018250	4746
CARHR230950	588
CARHR137950	2694
CARHR240650	411
CARHR172980	1935
CARHR287140	306
CARHR000450	3693
CARHR008600	687
CARHR286890	4394
CARHR005790	2549
CARHR174000	1758
CARHR240380	2005
CARHR113450	189
CARHR277400	2245
CARHR089100	1095
CARHR000180	2819
CARHR273310	1896
CARHR097130	1689
CARHR171180	1326
CARHR270750	1500
CARHR129700	2144
CARHR088850	507
CARHR043330	1802
CARHR170270	1251
CARHR271800	1832
CARHR110160	3717
CARHR274830	6624
CARHR155080	1826
CARHR127620	969
CARHR205550	2281
CARHR123530	543
CARHR097680	1316
CARHR286230	734
CARHR228990	992
CARHR082700	2166
CARHR072950	8484
CARHR076270	1245
CARHR002960	1328
CARHR093890	165
CARHR123280	1939
CARHR208120	1329
CARHR080700	1093
CARHR200450	4405
CARHR088270	1515
CARHR232080	1305
CARHR218260	849
CARHR090480	1437
CARHR044220	948
CARHR161930	1758
CARHR177720	1455
CARHR006930	2061
CARHR069850	384
CARHR025400	1830
CARHR204200	528
CARHR041540	1792
CARHR120390	1723
CARHR178800	1338
CARHR224050	1432
CARHR248230	1837
CARHR153900	963
CARHR237100	243
CARHR086280	1267
CARHR208780	1375
CARHR119940	2196
CARHR033370	4145
CARHR272860	3008
CARHR154020	657
CARHR232620	2175
CARHR118010	903
CARHR002030	3712
CARHR065110	4055
CARHR036630	729
CARHR234660	3769
CARHR064640	2417
CARHR208870	213
CARHR010060	1587
CARHR094560	963
CARHR229220	330
CARHR217350	660
CARHR285150	1098
CARHR280300	2956
CARHR166350	1308
CARHR044910	899
CARHR195250	4382
CARHR219600	657
CARHR212650	387
CARHR179040	1479
CARHR193940	1080
CARHR176090	3256
CARHR288680	372
CARHR064390	801
CARHR069140	2076
CARHR266740	905
CARHR162770	1529
CARHR245140	936
CARHR005350	3043
CARHR097910	249
CARHR190900	390
CARHR153270	588
CARHR237810	204
CARHR173110	1471
CARHR149060	1594
CARHR213290	1119
CARHR176540	1360
CARHR157590	543
CARHR239410	993
CARHR063010	693
CARHR163790	850
CARHR095210	1529
CARHR092240	681
CARHR283650	483
CARHR158610	1352
CARHR062940	1656
CARHR256840	1927
CARHR028900	429
CARHR292250	1808
CARHR089840	2747
CARHR011080	216
CARHR178390	727
CARHR241240	2985
CARHR017870	2695
CARHR163420	1984
CARHR214110	282
CARHR068430	1811
CARHR215860	2706
CARHR143740	3571
CARHR172640	2962
CARHR202470	1929
CARHR053600	801
CARHR057980	435
CARHR175010	1470
CARHR276410	1059
CARHR160210	1353
CARHR168760	282
CARHR054950	3222
CARHR093110	2261
CARHR049150	909
CARHR205960	624
CARHR201260	597
CARHR048200	546
CARHR045630	1203
CARHR114180	261
CARHR111350	3335
CARHR112910	723
CARHR126230	2761
CARHR012570	1718
CARHR058180	1944
CARHR042170	1770
CARHR215240	351
CARHR231740	1380
CARHR178020	279
CARHR059850	396
CARHR280680	465
CARHR067660	1858
CARHR144770	234
CARHR236770	417
CARHR066530	827
CARHR102530	219
CARHR190990	1524
CARHR078970	636
CARHR019080	3190
CARHR183670	1830
CARHR254550	612
CARHR293610	1113
CARHR204780	453
CARHR054370	768
CARHR117980	369
CARHR270320	1470
CARHR289650	1440
CARHR061620	330
CARHR196230	1216
CARHR165060	1607
CARHR059580	2326
CARHR210740	372
CARHR019550	3879
CARHR100850	198
CARHR195150	1527
CARHR180090	417
CARHR110400	1800
CARHR216740	570
CARHR149800	2022
CARHR188660	2262
CARHR013620	183
CARHR245970	1212
CARHR249620	2151
CARHR190370	801
CARHR269350	333
CARHR243480	378
CARHR263050	402
CARHR268000	2796
CARHR206810	3051
CARHR075350	2438
CARHR061080	738
CARHR122540	789
CARHR142080	3690
CARHR165680	1111
CARHR051470	3093
CARHR180320	237
CARHR251900	2022
CARHR059320	2348
CARHR119000	237
CARHR011700	1083
CARHR060970	879
CARHR244590	3402
CARHR221250	1176
CARHR065250	1155
CARHR167680	858
CARHR196900	684
CARHR017010	483
CARHR029260	378
CARHR242280	2590
CARHR185310	4344
CARHR116760	2901
CARHR269970	516
CARHR220890	336
CARHR217830	874
CARHR192260	612
CARHR141650	393
CARHR244620	1560
CARHR198500	2582
CARHR108910	246
CARHR167350	319
CARHR051290	1719
CARHR055930	279
CARHR101890	495
CARHR105570	666
CARHR029190	630
CARHR052920	330
CARHR256300	843
CARHR114400	282
CARHR150160	501
CARHR166970	657
CARHR091180	501
CARHR034440	4173
CARHR118750	1052
CARHR138220	3943
CARHR035710	573
CARHR262090	1545
CARHR010540	2214
CARHR264800	1633
CARHR024260	540
CARHR032840	1863
CARHR091230	450
CARHR270540	2025
CARHR184950	783
CARHR009820	378
CARHR220610	492
CARHR227960	612
CARHR113840	2034
CARHR084540	1344
CARHR117170	1370
CARHR214870	387
CARHR018430	3377
CARHR058840	585
CARHR250620	228
CARHR149500	1278
CARHR109790	531
CARHR115440	3438
CARHR261540	1161
CARHR103130	390
CARHR081980	2049
CARHR138910	444
CARHR257160	768
CARHR209250	258
CARHR027790	1191
CARHR092760	1936
CARHR076070	1611
CARHR265040	1554
CARHR158680	869
CARHR146230	375
CARHR032150	1092
CARHR136510	813
CARHR062050	543
CARHR227340	1587
CARHR023950	651
CARHR027240	696
CARHR233950	1610
CARHR079210	1341
CARHR170070	2834
CARHR061070	279
CARHR001900	778
CARHR073510	1391
CARHR067340	2139
CARHR085600	1610
CARHR008880	1444
CARHR037520	963
CARHR103790	975
CARHR286130	771
CARHR182720	564
CARHR108670	1553
CARHR260630	4094
CARHR258360	258
CARHR291500	1503
CARHR100440	3204
CARHR197620	1101
CARHR242040	2400
CARHR006480	631
CARHR101790	411
CARHR202340	1287
CARHR222440	2740
CARHR222540	636
CARHR103860	795
CARHR007680	2304
CARHR251230	1129
CARHR076920	4074
CARHR233110	1498
CARHR086910	3959
CARHR262770	342
CARHR026110	1984
CARHR234460	312
CARHR238120	2648
CARHR037380	999
CARHR033600	183
CARHR264020	492
CARHR269010	843
CARHR038720	531
CARHR016050	1827
CARHR074560	1023
CARHR078450	603
CARHR285790	1684
CARHR007530	2731
CARHR132510	1636
CARHR034870	2984
CARHR030550	480
CARHR274760	1965
CARHR128950	1599
CARHR281480	1378
CARHR135150	2492
CARHR259010	756
CARHR196570	2910
CARHR085750	1119
CARHR134200	1953
CARHR139630	1755
CARHR229750	447
CARHR226920	219
CARHR273930	3133
CARHR002330	4704
CARHR221930	1497
CARHR225690	222
CARHR124180	2220
CARHR173750	402
CARHR109230	1131
CARHR105960	2025
CARHR101420	3807
CARHR125850	2955
CARHR047250	348
CARHR239650	1443
CARHR002480	606
CARHR273680	1137
CARHR058450	1302
CARHR128370	2838
CARHR124450	1364
CARHR271270	1427
CARHR039450	1801
CARHR279060	507
CARHR031600	2857
CARHR080980	843
CARHR125580	234
CARHR004430	1614
CARHR123860	699
CARHR239380	666
CARHR034120	1441
CARHR228400	1770
CARHR018590	2148
CARHR014630	991
CARHR039180	1253
CARHR216130	423
CARHR087660	1887
CARHR035830	2472
CARHR009450	972
CARHR131350	888
CARHR164530	447
CARHR172080	1191
CARHR176700	1146
CARHR176470	1497
CARHR169160	2364
CARHR071000	1392
CARHR286910	960
CARHR018040	5493
CARHR178620	549
CARHR279680	1587
CARHR125320	1449
CARHR174700	570
CARHR052540	2875
CARHR192410	537
CARHR277300	1518
CARHR171060	819
CARHR270650	2118
CARHR008410	1429
CARHR111110	3234
CARHR156950	3849
CARHR283240	378
CARHR086130	822
CARHR042370	1617
CARHR235400	675
CARHR191690	3999
CARHR130000	606
CARHR236170	1275
CARHR094340	1811
CARHR204500	3170
CARHR200080	4746
CARHR129930	2294
CARHR293050	519
CARHR126740	2562
CARHR090850	408
CARHR015270	2439
CARHR122050	336
CARHR187170	1816
CARHR240020	396
CARHR231230	1998
CARHR000220	3018
CARHR271360	3121
CARHR160940	1563
CARHR019710	525
CARHR007940	2706
CARHR110640	801
CARHR042990	330
CARHR201930	1326
CARHR282110	690
CARHR193330	411
CARHR089310	1011
CARHR249420	2325
CARHR273100	885
CARHR045340	564
CARHR243640	2497
CARHR099540	636
CARHR095430	1105
CARHR258690	1164
CARHR203570	994
CARHR110390	2821
CARHR247730	1650
CARHR093800	1788
CARHR097490	2844
CARHR120740	1363
CARHR181430	1210
CARHR082930	1005
CARHR121830	531
CARHR020170	2198
CARHR124840	3208
CARHR040260	369
CARHR065090	540
CARHR017650	4448
CARHR155540	816
CARHR013540	3562
CARHR292860	261
CARHR119570	2026
CARHR154490	1005
CARHR045960	1437
CARHR192060	555
CARHR166240	1455
CARHR252240	618
CARHR195590	564
CARHR167110	2337
CARHR289850	1950
CARHR282800	321
CARHR190510	2164
CARHR158130	1862
CARHR212190	759
CARHR242510	1539
CARHR202620	2456
CARHR157850	1431
CARHR246460	2942
CARHR288180	645
CARHR150440	876
CARHR162090	498
CARHR207050	2641
CARHR218760	1103
CARHR051900	1681
CARHR219410	228
CARHR267620	1645
CARHR212440	1937
CARHR238240	1479
CARHR010380	4951
CARHR048870	414
CARHR291360	213
CARHR107010	2464
CARHR091430	1866
CARHR063310	621
CARHR118220	806
CARHR198740	3035
CARHR063930	1326
CARHR185840	2262
CARHR149630	1074
CARHR137000	186
CARHR122870	483
CARHR158790	981
CARHR064050	153
CARHR187990	1113
CARHR288720	3063
CARHR229410	342
CARHR189120	1053
CARHR028000	2474
CARHR182310	354
CARHR293800	2863
CARHR280530	528
CARHR163320	864
CARHR244910	426
CARHR141420	501
CARHR158860	240
CARHR164670	621
CARHR168350	2263
CARHR147360	1071
CARHR179230	447
CARHR213310	1227
CARHR217670	959
CARHR191740	834
CARHR257360	1650
CARHR092160	345
CARHR142620	2199
CARHR095390	3411
CARHR240920	1133
CARHR049050	886
CARHR106850	1070
CARHR052760	2061
CARHR115130	1269
CARHR201540	1012
CARHR046080	201
CARHR266280	1104
CARHR136750	1167
CARHR011160	1086
CARHR098620	2076
CARHR167800	4710
CARHR079050	498
CARHR072000	1428
CARHR043100	1023
CARHR290570	1210
CARHR035920	303
CARHR143280	939
CARHR073750	2355
CARHR077230	2352
CARHR046550	1463
CARHR235360	204
CARHR067580	1574
CARHR292040	462
CARHR182860	586
CARHR257980	321
CARHR169400	1395
CARHR192800	2040
CARHR186340	540
CARHR079580	1701
CARHR244000	210
CARHR183190	258
CARHR230620	1818
CARHR068600	2006
CARHR085030	485
CARHR250350	526
CARHR251000	3697
CARHR165180	2685
CARHR157240	1708
CARHR098080	3643
CARHR053410	1785
CARHR144100	150
CARHR234870	396
CARHR066180	2639
CARHR229030	1128
CARHR197350	1593
CARHR154920	1164
CARHR160000	1497
CARHR211310	999
CARHR099970	471
CARHR278530	1737
CARHR145850	504
CARHR255270	1086
CARHR275160	2374
CARHR107810	2944
CARHR264620	1026
CARHR048010	1012
CARHR074760	2968
CARHR050260	510
CARHR183730	1218
CARHR260530	180
CARHR250970	1218
CARHR268700	1047
CARHR187430	2103
CARHR151270	660
CARHR180420	3492
CARHR163160	845
CARHR021340	1161
CARHR181770	480
CARHR024190	1422
CARHR260280	396
CARHR016240	3987
CARHR197970	503
CARHR294070	1402
CARHR022920	3640
CARHR197170	935
CARHR145270	1161
CARHR289440	600
CARHR196000	639
CARHR245830	2550
CARHR161750	1693
CARHR165230	933
CARHR101220	714
CARHR222930	1677
CARHR252720	2607
CARHR166760	5697
CARHR016170	2008
CARHR099020	2223
CARHR104540	504
CARHR263390	1932
CARHR075490	4361
CARHR055010	1911
CARHR212830	1938
CARHR140730	1536
CARHR030820	411
CARHR020430	1223
CARHR075140	615
CARHR079870	1294
CARHR115960	8627
CARHR146770	900
CARHR070510	1913
CARHR119630	1207
CARHR139340	1645
CARHR113490	927
CARHR071640	297
CARHR085820	573
CARHR184850	759
CARHR133060	1101
CARHR258540	874
CARHR029010	2786
CARHR272410	1766
CARHR101910	660
CARHR185100	1845
CARHR104360	249
CARHR064930	1665
CARHR171260	834
CARHR253090	6382
CARHR221770	624
CARHR230120	1461
CARHR146190	870
CARHR166080	1575
CARHR262110	801
CARHR139960	609
CARHR026770	2451
CARHR147820	1485
CARHR256110	1671
CARHR114610	4854
CARHR286450	216
CARHR091370	1106
CARHR088420	2564
CARHR057320	2453
CARHR209590	805
CARHR088100	1179
CARHR035500	501
CARHR031880	999
CARHR220790	1203
CARHR106330	255
CARHR259630	453
CARHR114110	582
CARHR024430	1131
CARHR028760	1754
CARHR008250	2978
CARHR182450	1956
CARHR271390	615
CARHR144840	1667
CARHR022100	696
CARHR084880	798
CARHR281910	711
CARHR118060	2718
CARHR132080	1049
CARHR134870	2473
CARHR086030	1134
CARHR220420	842
CARHR194090	1341
CARHR146380	1098
CARHR204740	1053
CARHR257640	543
CARHR170600	624
CARHR174980	1632
CARHR250010	1818
CARHR248740	2506
CARHR284160	788
CARHR036080	486
CARHR287450	347
CARHR023850	474
CARHR177950	966
CARHR194540	3028
CARHR041330	276
CARHR027160	762
CARHR209040	4473
CARHR040060	201
CARHR100630	255
CARHR242750	472
CARHR271180	1878
CARHR278670	288
CARHR274350	501
CARHR277910	1080
CARHR265230	816
CARHR025450	1101
CARHR131570	1770
CARHR008920	153
CARHR107170	816
CARHR159220	597
CARHR033100	1440
CARHR232470	1456
CARHR096360	603
CARHR233700	1218
CARHR135050	1890
CARHR022230	1245
CARHR006560	1724
CARHR177370	3425
CARHR272980	999
CARHR150500	1383
CARHR069400	3757
CARHR226060	1194
CARHR285340	1305
CARHR147190	1512
CARHR284430	1392
CARHR283420	1524
CARHR154680	246
CARHR047590	2210
CARHR275400	609
CARHR238080	486
CARHR286490	1730
CARHR130620	864
CARHR038680	297
CARHR030450	237
CARHR108350	477
CARHR279180	1942
CARHR047040	1251
CARHR152350	1493
CARHR033810	4322
CARHR226680	4952
CARHR172470	1780
CARHR094930	246
CARHR148070	456
CARHR132700	989
CARHR084300	493
CARHR163120	750
CARHR164470	761
CARHR031410	1194
CARHR015840	1605
CARHR234160	1809
CARHR168110	2635
CARHR224680	810
CARHR134010	1407
CARHR282770	598
CARHR273760	1986
CARHR018940	927
CARHR225080	435
CARHR005140	2015
CARHR163690	1203
CARHR281140	3396
CARHR206650	3784
CARHR109000	902
CARHR004230	2492
CARHR009640	490
CARHR215430	2448
CARHR224350	2501
CARHR172290	333
CARHR201380	1304
CARHR282480	267
CARHR280430	2028
CARHR002690	1352
CARHR171920	975
CARHR239020	1610
CARHR271400	2414
CARHR087140	474
CARHR043740	1419
CARHR039220	1259
CARHR035970	606
CARHR279230	1272
CARHR098130	183
CARHR096390	633
CARHR046710	225
CARHR089430	1852
CARHR219890	1420
CARHR169640	825
CARHR018360	3267
CARHR060020	441
CARHR014460	1560
CARHR121260	901
CARHR129010	225
CARHR186100	2363
CARHR230420	846
CARHR154350	495
CARHR015590	462
CARHR235610	3063
CARHR188430	4024
CARHR292530	3197
CARHR013850	1158
CARHR169390	1344
CARHR111090	3234
CARHR232860	1361
CARHR283160	771
CARHR241540	300
CARHR276840	1502
CARHR054520	459
CARHR001340	1587
CARHR272170	363
CARHR240490	342
CARHR059170	1878
CARHR130860	2022
CARHR003270	1410
CARHR048650	879
CARHR246790	1571
CARHR200160	7050
CARHR019460	1143
CARHR088740	3172
CARHR244320	2821
CARHR160570	1621
CARHR015330	3691
CARHR044710	2133
CARHR122790	504
CARHR180620	309
CARHR096640	963
CARHR151070	717
CARHR181570	2345
CARHR041070	1122
CARHR021100	4566
CARHR066960	3294
CARHR244490	1437
CARHR126950	702
CARHR237610	231
CARHR122240	2580
CARHR193270	1803
CARHR180190	465
CARHR255070	1986
CARHR165430	3488
CARHR166160	1389
CARHR154510	1307
CARHR232130	606
CARHR016730	2079
CARHR211840	1176
CARHR019900	997
CARHR118520	961
CARHR012020	1989
CARHR110050	3218
CARHR081090	2042
CARHR289130	1257
CARHR161220	477
CARHR216310	333
CARHR168480	303
CARHR192630	879
CARHR223150	2499
CARHR195940	411
CARHR051000	420
CARHR161640	4600
CARHR095600	1378
CARHR219330	1023
CARHR151920	1491
CARHR208090	3691
CARHR119430	3547
CARHR123110	2220
CARHR113650	729
CARHR118380	729
CARHR187810	1265
CARHR268980	2774
CARHR117720	1554
CARHR153560	1503
CARHR065680	2220
CARHR186920	351
CARHR060490	1924
CARHR188190	822
CARHR080320	1002
CARHR208540	1721
CARHR199620	2567
CARHR291750	516
CARHR010770	874
CARHR239920	2181
CARHR011820	1517
CARHR148750	411
CARHR195360	798
CARHR014850	1219
CARHR065530	402
CARHR229330	390
CARHR092550	1497
CARHR212760	873
CARHR190700	1506
CARHR029560	2187
CARHR013080	399
CARHR216860	258
CARHR185470	913
CARHR267180	1047
CARHR256750	1077
CARHR056250	468
CARHR246230	1488
CARHR064480	4394
CARHR266850	399
CARHR102250	2864
CARHR057120	3536
CARHR198280	710
CARHR241950	234
CARHR214420	414
CARHR112520	279
CARHR142180	2041
CARHR267450	609
CARHR068100	1511
CARHR116450	456
CARHR104630	843
CARHR060470	402
CARHR143850	2701
CARHR091600	1566
CARHR266580	7809
CARHR078280	1038
CARHR260860	1018
CARHR178250	1530
CARHR142450	735
CARHR149400	591
CARHR137630	408
CARHR116180	1243
CARHR168250	462
CARHR093600	228
CARHR217730	228
CARHR143580	1961
CARHR028210	1245
CARHR182120	1481
CARHR227530	2119
CARHR257080	1221
CARHR253700	480
CARHR007010	1128
CARHR072630	1938
CARHR022470	1428
CARHR079620	849
CARHR012840	792
CARHR026360	1301
CARHR215770	1893
CARHR259530	2673
CARHR266320	810
CARHR233890	180
CARHR194700	3690
CARHR067170	1437
CARHR053330	207
CARHR114960	1813
CARHR068810	1392
CARHR278470	900
CARHR054640	3096
CARHR058340	783
CARHR274110	3111
CARHR259280	1966
CARHR049240	984
CARHR077370	987
CARHR004760	1950
CARHR143320	402
CARHR147660	1362
CARHR196700	552
CARHR161270	1248
CARHR147160	1569
CARHR107370	684
CARHR105320	364
CARHR036860	246
CARHR110930	1524
CARHR265740	3168
CARHR006760	339
CARHR025120	2557
CARHR067790	1416
CARHR136270	402
CARHR261050	216
CARHR066220	1643
CARHR190280	1074
CARHR061790	2065
CARHR223940	6962
CARHR251110	1031
CARHR165370	2553
CARHR073270	255
CARHR275640	869
CARHR059430	1048
CARHR107990	384
CARHR222010	2286
CARHR114030	1066
CARHR097540	1173
CARHR160630	2094
CARHR211100	2941
CARHR100340	687
CARHR061240	1077
CARHR055190	465
CARHR216450	885
CARHR128470	861
CARHR275390	753
CARHR153360	2352
CARHR074130	2101
CARHR183310	1832
CARHR050010	2664
CARHR084140	1940
CARHR128520	261
CARHR075840	1146
CARHR262830	4986
CARHR125170	1728
CARHR267840	960
CARHR105260	309
CARHR140940	3076
CARHR134650	801
CARHR040370	3982
CARHR075050	1473
CARHR130540	2746
CARHR260090	399
CARHR126000	2616
CARHR100960	2404
CARHR141090	573
CARHR138710	1878
CARHR225240	267
CARHR051170	1607
CARHR022310	551
CARHR070720	2565
CARHR086780	885
CARHR151030	300
CARHR075260	813
CARHR184460	513
CARHR221090	717
CARHR051760	606
CARHR083490	195
CARHR031250	3935
CARHR279430	3481
CARHR172900	1182
CARHR056750	1140
CARHR089630	1515
CARHR285930	204
CARHR113350	285
CARHR133380	1599
CARHR070660	3546
CARHR142840	3288
CARHR089180	861
CARHR261870	1543
CARHR071530	2110
CARHR085450	849
CARHR209940	1737
CARHR076760	3075
CARHR025950	1467
CARHR029600	1600
CARHR009330	525
CARHR185730	873
CARHR220320	966
CARHR227670	1072
CARHR023460	2567
CARHR003070	2226
CARHR200360	4091
CARHR228910	1168
CARHR087550	2303
CARHR088580	2000
CARHR108570	3785
CARHR031920	1487
CARHR205620	774
CARHR041270	1359
CARHR249850	1074
CARHR171760	2385
CARHR270130	336
CARHR209360	1569
CARHR103080	2122
CARHR076180	1356
CARHR042790	843
CARHR132160	537
CARHR084920	1104
CARHR090400	555
CARHR224800	2508
CARHR281890	246
CARHR163640	673
CARHR155000	1104
CARHR106100	261
CARHR024600	267
CARHR204280	1572
CARHR154750	1467
CARHR150230	2148
CARHR159580	972
CARHR236850	999
CARHR230250	890
CARHR022730	1479
CARHR231720	2565
CARHR081250	1822
CARHR086200	723
CARHR281760	1597
CARHR109620	3973
CARHR287390	1181
CARHR290930	2389
CARHR226180	804
CARHR217470	2364
CARHR074850	1092
CARHR170410	1419
CARHR187360	555
CARHR274250	1104
CARHR004860	1956
CARHR223000	1009
CARHR219130	1971
CARHR202850	894
CARHR251570	2322
CARHR280380	1605
CARHR223650	1498
CARHR248810	2735
CARHR080390	660
CARHR040630	618
CARHR153760	972
CARHR173260	1026
CARHR052370	1832
CARHR219680	291
CARHR208700	1929
CARHR047940	1980
CARHR080120	2059
CARHR037490	3562
CARHR159050	1719
CARHR035120	1341
CARHR097990	327
CARHR030640	378
CARHR128640	1008
CARHR124340	2022
CARHR203230	2875
CARHR237890	516
CARHR135240	1759
CARHR233570	1262
CARHR173190	2412
CARHR001560	1461
CARHR202270	1308
CARHR288570	204
CARHR037140	297
CARHR069230	372
CARHR162440	264
CARHR222750	759
CARHR226230	3302
CARHR244360	1739
CARHR163710	1747
CARHR214620	1320
CARHR225760	1209
CARHR290320	198
CARHR284600	474
CARHR047360	594
CARHR152490	680
CARHR164840	3853
CARHR176010	2022
CARHR005420	1542
CARHR003840	1173
CARHR147180	231
CARHR094870	1407
CARHR213160	1701
CARHR207730	1389
CARHR214190	351
CARHR279370	1101
CARHR065580	3581
CARHR125430	2283
CARHR168090	204
CARHR152140	261
CARHR238540	225
CARHR229840	999
CARHR270960	348
CARHR201770	1688
CARHR157510	843
CARHR038340	297
CARHR151000	2145
CARHR239490	1602
CARHR276490	1353
CARHR095830	360
CARHR156640	2040
CARHR148820	504
CARHR129190	2905
CARHR062320	1038
CARHR215570	1809
CARHR042460	2336
CARHR291050	393
CARHR235130	1207
CARHR282520	468
CARHR122530	255
CARHR002710	1319
CARHR018750	2093
CARHR178310	1563
CARHR254260	2556
CARHR054480	2091
CARHR058100	1301
CARHR164150	4117
CARHR004000	1636
CARHR201190	8468
CARHR219910	442
CARHR291580	1324
CARHR179950	585
CARHR140850	2093
CARHR123770	240
CARHR053680	1491
CARHR200820	1800
CARHR271610	3465
CARHR092820	294
CARHR117900	1329
CARHR174320	666
CARHR049730	1722
CARHR042280	2511
CARHR291200	2736
CARHR277720	2217
CARHR046900	2672
CARHR161520	777
CARHR235790	246
CARHR249330	2419
CARHR169050	3036
CARHR286680	450
CARHR236440	552
CARHR074310	1565
CARHR121430	1750
CARHR082190	2603
CARHR129220	4349
CARHR293560	222
CARHR183540	432
CARHR186710	2078
CARHR093880	204
CARHR203840	1338
CARHR110480	2868
CARHR237790	1281
CARHR264390	2014
CARHR187040	3780
CARHR127100	3778
CARHR149880	1623
CARHR235860	1403
CARHR011250	2607
CARHR181940	1533
CARHR111680	378
CARHR082220	2969
CARHR160430	834
CARHR019000	771
CARHR293690	321
CARHR004730	1504
CARHR161380	336
CARHR165600	1074
CARHR255600	186
CARHR251980	6041
CARHR119080	969
CARHR189780	609
CARHR288960	3830
CARHR111530	687
CARHR244510	315
CARHR162870	1587
CARHR166550	462
CARHR160340	447
CARHR126850	1335
CARHR252950	570
CARHR094050	2056
CARHR243150	2261
CARHR122160	2655
CARHR044500	1195
CARHR193750	1913
CARHR242200	1848
CARHR248700	435
CARHR018000	1097
CARHR150170	366
CARHR021710	687
CARHR114330	711
CARHR050560	297
CARHR189530	1820
CARHR248170	588
CARHR036430	1722
CARHR012780	1710
CARHR081750	1671
CARHR090600	207
CARHR017360	462
CARHR026940	2354
CARHR238950	1811
CARHR114480	2074
CARHR291870	402
CARHR181050	1194
CARHR199180	1155
CARHR252370	672
CARHR016940	903
CARHR091100	1861
CARHR099470	1413
CARHR012250	990
CARHR198850	2149
CARHR184660	309
CARHR167600	1392
CARHR042710	930
CARHR196980	3102
CARHR017090	3279
CARHR055420	348
CARHR259860	615
CARHR064560	363
CARHR288030	2665
CARHR199450	3467
CARHR162120	273
CARHR140240	3170
CARHR056190	895
CARHR028530	3360
CARHR102590	1978
CARHR182620	417
CARHR191660	663
CARHR294340	867
CARHR198580	705
CARHR020040	1095
CARHR195750	1485
CARHR051210	2787
CARHR146300	849
CARHR247350	363
CARHR212350	423
CARHR120870	504
CARHR213400	210
CARHR102040	471
CARHR257470	480
CARHR092450	1419
CARHR061910	1368
CARHR185530	1153
CARHR149300	576
CARHR013120	195
CARHR150070	240
CARHR220120	1362
CARHR158080	1803
CARHR091810	351
CARHR227470	3141
CARHR136840	4866
CARHR023660	612
CARHR157250	2531
CARHR063510	1583
CARHR138990	2718
CARHR198320	1983
CARHR078230	633
CARHR027710	1111
CARHR183970	1631
CARHR133740	1440
CARHR190130	834
CARHR220690	573
CARHR158550	444
CARHR246000	1771
CARHR078740	2350
CARHR257290	678
CARHR253930	357
CARHR169930	459
CARHR079290	4575
CARHR258050	225
CARHR254920	792
CARHR146870	489
CARHR106740	495
CARHR116220	1041
CARHR032220	3528
CARHR098790	201
CARHR103710	1754
CARHR144430	1132
CARHR111940	564
CARHR022530	1207
CARHR036260	642
CARHR026440	1030
CARHR137460	2069
CARHR262260	1230
CARHR278840	1131
CARHR061160	231
CARHR083140	2058
CARHR093410	3501
CARHR073840	3431
CARHR025620	1163
CARHR240740	879
CARHR136590	944
CARHR098240	1158
CARHR024970	681
CARHR081050	765
CARHR130850	540
CARHR007600	429
CARHR072460	3021
CARHR274090	3371
CARHR026190	450
CARHR215170	255
CARHR073590	1902
CARHR177520	2225
CARHR194930	1565
CARHR066070	2525
CARHR285710	873
CARHR281400	3597
CARHR145740	2555
CARHR109540	216
CARHR259090	162
CARHR025080	2473
CARHR223570	1318
CARHR136330	711
CARHR101710	2517
CARHR261790	1056
CARHR231610	3618
CARHR210460	1346
CARHR264310	3060
CARHR285860	920
CARHR067770	1182
CARHR028260	2046
CARHR211730	953
CARHR128480	1839
CARHR124100	843
CARHR278150	1113
CARHR073330	5022
CARHR265950	672
CARHR077650	1370
CARHR085420	1231
CARHR261240	705
CARHR269090	507
CARHR226430	288
CARHR268320	582
CARHR225160	2256
CARHR020900	771
CARHR135730	1662
CARHR087370	686
CARHR075650	1050
CARHR284040	309
CARHR006260	2763
CARHR131020	420
CARHR083860	2369
CARHR066420	2829
CARHR275050	2939
CARHR070020	1757
CARHR118690	222
CARHR199840	1791
CARHR222220	771
CARHR286980	1355
CARHR005510	480
CARHR258870	2496
CARHR211690	1809
CARHR001600	659
CARHR172000	5363
CARHR074300	390
CARHR145310	273
CARHR050600	1392
CARHR141110	1019
CARHR030330	802
