# Program:featureCounts v1.6.0; Command:"/home/jqsun/local/bin/featureCounts" "-T" "1" "-s" "1" "-t" "gene" "-g" "ID" "-a" "/home/jqsun/research/data/genome/IWGSC_RefSeq_v1.1_CS/iwgsc_refseqv1.1_genes_2017July06/IWGSC_v1.1_HC_20170706.ext_1.0k.chrA.gff3" "-o" "20181109.A-TaeRS_1_Tae_RS1_1.chrA.counts.homeolog.txt" "20181109.A-TaeRS_1_Tae_RS1_1.chrA.homeolog.ref.bam" 
Geneid	Chr	Start	End	Strand	Length	20181109.A-TaeRS_1_Tae_RS1_1.chrA.homeolog.ref.bam
TraesCS3A02G324100	chr3A	568663686	568667242	+	3557	0
TraesCS3A02G324200	chr3A	568971914	568974639	+	2726	0
TraesCS3A02G324300	chr3A	569167569	569170400	+	2832	0
TraesCS3A02G324400	chr3A	569228177	569229890	-	1714	0
TraesCS3A02G324500	chr3A	569230072	569234258	+	4187	0
TraesCS3A02G324600	chr3A	569234478	569238228	-	3751	0
TraesCS3A02G324700	chr3A	569386697	569388678	-	1982	0
TraesCS3A02G324800	chr3A	569416012	569422564	-	6553	0
TraesCS3A02G324900	chr3A	569422696	569429594	-	6899	0
TraesCS3A02G325000	chr3A	569625671	569629006	+	3336	0
TraesCS3A02G325100	chr3A	569638311	569641113	-	2803	15
TraesCS3A02G325200	chr3A	569890845	569893111	+	2267	0
TraesCS3A02G325300	chr3A	570113986	570116427	+	2442	0
TraesCS3A02G325400	chr3A	570665005	570666892	+	1888	2
TraesCS3A02G325500	chr3A	570670373	570674377	+	4005	5
TraesCS3A02G325600	chr3A	570794035	570798481	-	4447	0
TraesCS3A02G325700	chr3A	571171044	571173581	+	2538	0
TraesCS3A02G325800	chr3A	571174803	571180957	+	6155	0
TraesCS3A02G325900	chr3A	571178927	571184311	-	5385	0
TraesCS3A02G326000	chr3A	571394168	571400454	-	6287	0
TraesCS3A02G326100	chr3A	571400454	571405425	-	4972	0
TraesCS3A02G326200	chr3A	571406220	571412238	-	6019	4
TraesCS3A02G326300	chr3A	571496961	571501530	-	4570	5
TraesCS3A02G326400	chr3A	571790264	571793253	+	2990	0
TraesCS3A02G326500	chr3A	571795936	571800373	+	4438	0
TraesCS3A02G326600	chr3A	571910801	571913147	-	2347	0
TraesCS3A02G326700	chr3A	571917822	571925792	-	7971	0
TraesCS3A02G326800	chr3A	572042536	572043868	-	1333	0
TraesCS3A02G326900	chr3A	572106009	572107329	-	1321	0
TraesCS3A02G327000	chr3A	572117453	572118776	-	1324	0
TraesCS3A02G327100	chr3A	572223394	572227750	+	4357	0
TraesCS3A02G327200	chr3A	572320308	572323747	-	3440	47
TraesCS3A02G327300	chr3A	572326758	572331733	+	4976	0
TraesCS3A02G327400	chr3A	572345927	572347437	+	1511	0
TraesCS3A02G327500	chr3A	572527966	572529235	+	1270	0
TraesCS3A02G327600	chr3A	572567397	572569689	+	2293	0
TraesCS3A02G327700	chr3A	572591325	572594194	+	2870	0
TraesCS3A02G327800	chr3A	572593556	572599928	-	6373	0
TraesCS3A02G327900	chr3A	572729217	572736984	-	7768	0
TraesCS3A02G328000	chr3A	573112352	573114516	+	2165	43
TraesCS3A02G328100	chr3A	573832334	573834504	+	2171	0
TraesCS3A02G328200	chr3A	573969952	573974612	+	4661	0
TraesCS3A02G328300	chr3A	573976442	573986952	+	10511	10
TraesCS3A02G328400	chr3A	573989417	573991335	+	1919	0
TraesCS3A02G328500	chr3A	574008476	574010054	-	1579	0
TraesCS3A02G328600	chr3A	574010181	574013092	-	2912	0
TraesCS3A02G328700	chr3A	574226998	574230700	+	3703	0
TraesCS3A02G328800	chr3A	574255071	574258628	+	3558	26
TraesCS3A02G328900	chr3A	574278191	574280890	+	2700	0
TraesCS3A02G329000	chr3A	574317969	574322205	-	4237	0
TraesCS3A02G329100	chr3A	574327937	574343414	+	15478	0
TraesCS3A02G329200	chr3A	574451044	574455210	+	4167	0
TraesCS3A02G329300	chr3A	574454249	574459824	-	5576	0
TraesCS3A02G329400	chr3A	574460354	574465794	-	5441	0
TraesCS3A02G329500	chr3A	574507310	574510612	+	3303	0
TraesCS3A02G329600	chr3A	574511139	574513452	+	2314	0
TraesCS3A02G329700	chr3A	574513890	574519107	+	5218	0
TraesCS3A02G329800	chr3A	574864267	574865817	+	1551	0
TraesCS3A02G329900	chr3A	574866256	574868983	+	2728	0
TraesCS3A02G330000	chr3A	574914605	574915850	+	1246	0
TraesCS3A02G330100	chr3A	574916488	574917933	-	1446	0
TraesCS3A02G330200	chr3A	574985773	574992134	+	6362	0
TraesCS3A02G330300	chr3A	574996237	574999913	+	3677	0
TraesCS3A02G330400	chr3A	574999879	575004696	-	4818	16
TraesCS3A02G330500	chr3A	575131344	575134319	-	2976	0
TraesCS3A02G330600	chr3A	575309438	575314943	-	5506	0
TraesCS3A02G330700	chr3A	575407579	575411441	-	3863	20
TraesCS3A02G330800	chr3A	575484115	575486515	+	2401	0
TraesCS3A02G330900	chr3A	575491090	575494472	+	3383	0
TraesCS3A02G331000	chr3A	575494472	575499738	+	5267	0
TraesCS3A02G331100	chr3A	575499341	575500211	-	871	0
TraesCS3A02G331200	chr3A	575612749	575615059	+	2311	0
TraesCS3A02G331300	chr3A	575868958	575872316	-	3359	0
TraesCS3A02G331400	chr3A	575946929	575949002	-	2074	4
TraesCS3A02G331500	chr3A	576208955	576211078	+	2124	14
TraesCS3A02G331600	chr3A	576267422	576270056	-	2635	0
TraesCS3A02G331700	chr3A	576273554	576281308	+	7755	0
TraesCS3A02G331800	chr3A	576281308	576284296	+	2989	0
TraesCS3A02G331900	chr3A	576602817	576605838	-	3022	0
TraesCS3A02G332000	chr3A	576682400	576684818	+	2419	0
TraesCS3A02G332100	chr3A	576685748	576688668	+	2921	0
TraesCS3A02G332200	chr3A	576688929	576693993	+	5065	0
TraesCS3A02G332300	chr3A	576689933	576693437	-	3505	29
TraesCS3A02G332400	chr3A	577063711	577065990	-	2280	4
TraesCS3A02G332500	chr3A	577066087	577068445	+	2359	0
TraesCS3A02G332600	chr3A	577076653	577079561	+	2909	13
TraesCS3A02G332700	chr3A	577239307	577241786	+	2480	0
TraesCS3A02G332800	chr3A	577246166	577248570	+	2405	0
TraesCS3A02G332900	chr3A	577559227	577562629	+	3403	0
TraesCS3A02G333000	chr3A	577562572	577565752	-	3181	0
TraesCS3A02G333100	chr3A	577574609	577583374	-	8766	40
TraesCS3A02G333200	chr3A	577632476	577636256	-	3781	9
TraesCS3A02G333300	chr3A	578872923	578876412	+	3490	8
TraesCS3A02G333400	chr3A	578875890	578879580	-	3691	0
TraesCS3A02G333500	chr3A	578950124	578954305	-	4182	0
TraesCS3A02G333600	chr3A	579134948	579136954	+	2007	0
TraesCS3A02G333700	chr3A	579346405	579351690	-	5286	10
TraesCS3A02G333800	chr3A	579361948	579364800	-	2853	0
TraesCS3A02G333900	chr3A	579366356	579371071	-	4716	6
TraesCS3A02G334000	chr3A	579373173	579377243	+	4071	0
TraesCS3A02G334100	chr3A	579376956	579383014	-	6059	1
TraesCS3A02G334200	chr3A	579552578	579556418	+	3841	0
TraesCS3A02G334300	chr3A	580560918	580565904	+	4987	0
TraesCS3A02G334400	chr3A	580608595	580610062	+	1468	0
TraesCS3A02G334500	chr3A	581250625	581255836	+	5212	66
TraesCS3A02G334600	chr3A	581256959	581259921	+	2963	4
TraesCS3A02G334700	chr3A	581259858	581262783	-	2926	0
TraesCS3A02G334800	chr3A	581262783	581267045	-	4263	6
TraesCS3A02G334900	chr3A	581267153	581271703	+	4551	0
TraesCS3A02G335000	chr3A	581271720	581277104	+	5385	1
TraesCS3A02G335100	chr3A	581378061	581380376	-	2316	0
TraesCS3A02G335200	chr3A	581380919	581391312	-	10394	0
TraesCS3A02G335300	chr3A	581392285	581395620	-	3336	0
TraesCS3A02G335400	chr3A	581601649	581610141	-	8493	0
TraesCS3A02G335500	chr3A	581611585	581624523	-	12939	0
TraesCS3A02G335600	chr3A	581836181	581844225	-	8045	0
TraesCS3A02G335700	chr3A	581844850	581852264	-	7415	0
TraesCS3A02G335800	chr3A	582280569	582286287	-	5719	0
TraesCS3A02G335900	chr3A	582341181	582349210	-	8030	0
TraesCS3A02G336000	chr3A	582351865	582353768	+	1904	0
TraesCS3A02G336100	chr3A	582940505	582944918	+	4414	0
TraesCS3A02G336200	chr3A	582944284	582949429	-	5146	0
TraesCS3A02G336300	chr3A	582949429	582951446	-	2018	0
TraesCS3A02G336500	chr3A	583240036	583247062	+	7027	0
TraesCS3A02G336600	chr3A	583697065	583701332	+	4268	0
TraesCS3A02G336700	chr3A	583703550	583707477	-	3928	0
TraesCS3A02G336800	chr3A	583747947	583750328	+	2382	0
TraesCS3A02G336900	chr3A	583926052	583929095	+	3044	0
TraesCS3A02G337000	chr3A	583973886	583975077	+	1192	0
TraesCS3A02G337100	chr3A	584008239	584011233	-	2995	0
TraesCS3A02G337200	chr3A	584014491	584019577	-	5087	0
TraesCS3A02G337300	chr3A	584275968	584280016	+	4049	0
TraesCS3A02G337400	chr3A	584283307	584285597	+	2291	0
TraesCS3A02G337500	chr3A	584291649	584298407	-	6759	0
TraesCS3A02G337600	chr3A	584353196	584373160	-	19965	0
TraesCS3A02G337700	chr3A	584472898	584475668	-	2771	0
TraesCS3A02G337800	chr3A	584743736	584750669	+	6934	22
TraesCS3A02G337900	chr3A	584751920	584757071	+	5152	0
TraesCS3A02G338000	chr3A	584765844	584768910	+	3067	3
TraesCS3A02G338100	chr3A	584930134	584937354	-	7221	0
TraesCS3A02G338200	chr3A	584954902	584958495	+	3594	0
TraesCS3A02G338300	chr3A	585014426	585021277	+	6852	0
TraesCS3A02G338400	chr3A	585020899	585024457	-	3559	39
TraesCS3A02G338500	chr3A	585025903	585034994	-	9092	0
TraesCS3A02G338600	chr3A	585035734	585039934	-	4201	4
TraesCS3A02G338700	chr3A	585472920	585478204	-	5285	11
TraesCS3A02G338800	chr3A	585501151	585503492	-	2342	0
TraesCS3A02G338900	chr3A	585565784	585568154	-	2371	13
TraesCS3A02G339000	chr3A	585604056	585607516	+	3461	10
TraesCS3A02G339100	chr3A	586404608	586411168	+	6561	0
TraesCS3A02G339200	chr3A	586411661	586413929	+	2269	11
TraesCS3A02G339300	chr3A	586413257	586416545	-	3289	0
TraesCS3A02G339400	chr3A	586416545	586418076	-	1532	0
TraesCS3A02G339500	chr3A	586418384	586420964	+	2581	0
TraesCS3A02G339600	chr3A	586420735	586423333	-	2599	25
TraesCS3A02G339700	chr3A	586790242	586794185	-	3944	0
TraesCS3A02G339800	chr3A	586865230	586882188	+	16959	0
TraesCS3A02G339900	chr3A	586884475	586904011	-	19537	14
TraesCS3A02G340000	chr3A	587396690	587402627	+	5938	0
TraesCS3A02G340100	chr3A	587403291	587409585	+	6295	0
TraesCS3A02G340200	chr3A	587550008	587553293	-	3286	0
TraesCS3A02G340300	chr3A	587560574	587564629	-	4056	0
TraesCS3A02G340400	chr3A	587584994	587589485	-	4492	0
TraesCS3A02G340500	chr3A	587635633	587639862	+	4230	0
TraesCS3A02G340600	chr3A	587877478	587879710	+	2233	0
TraesCS3A02G340700	chr3A	587882879	587884796	-	1918	7
TraesCS3A02G340800	chr3A	587904424	587906355	-	1932	0
TraesCS3A02G340900	chr3A	587964495	587966717	-	2223	0
TraesCS3A02G341000	chr3A	588436764	588442039	+	5276	56
TraesCS3A02G341100	chr3A	588638206	588644340	-	6135	18
TraesCS3A02G341200	chr3A	588657654	588660904	+	3251	0
TraesCS3A02G341300	chr3A	588724436	588729567	+	5132	13
TraesCS3A02G341400	chr3A	588823029	588828749	+	5721	3
TraesCS3A02G341600	chr3A	588831977	588836651	-	4675	0
TraesCS3A02G341500	chr3A	588833048	588835781	+	2734	0
TraesCS3A02G341700	chr3A	588932808	588938056	+	5249	11
TraesCS3A02G341800	chr3A	588935982	588949901	-	13920	0
TraesCS3A02G341900	chr3A	589187307	589199044	-	11738	0
TraesCS3A02G342000	chr3A	589242064	589254911	-	12848	3
TraesCS3A02G342100	chr3A	589372892	589377205	-	4314	1
TraesCS3A02G342300	chr3A	589390775	589396952	+	6178	0
TraesCS3A02G342400	chr3A	589396079	589397365	-	1287	0
TraesCS3A02G342500	chr3A	589534563	589538910	+	4348	148
TraesCS3A02G342600	chr3A	589547889	589550725	+	2837	7
TraesCS3A02G342634	chr3A	589606653	589615042	+	8390	0
TraesCS3A02G342700	chr3A	589790533	589792615	-	2083	0
TraesCS3A02G342705	chr3A	589792376	589795445	+	3070	0
TraesCS3A02G342800	chr3A	589795032	589807421	-	12390	9
TraesCS3A02G342900	chr3A	589823011	589826925	-	3915	0
TraesCS3A02G343000	chr3A	589908943	589913668	+	4726	0
TraesCS3A02G343100	chr3A	590230451	590236615	+	6165	0
TraesCS3A02G343200	chr3A	590363970	590369698	+	5729	0
TraesCS3A02G343300	chr3A	591576951	591581166	+	4216	62
TraesCS3A02G343400	chr3A	591690449	591692581	-	2133	0
TraesCS3A02G343500	chr3A	592215609	592218530	+	2922	0
TraesCS3A02G343600	chr3A	592488387	592492020	-	3634	0
TraesCS3A02G343700	chr3A	593176676	593178837	+	2162	0
TraesCS3A02G343800	chr3A	593319916	593321026	-	1111	0
TraesCS3A02G343900	chr3A	593339817	593341888	+	2072	0
TraesCS3A02G344000	chr3A	593341255	593347391	-	6137	0
TraesCS3A02G344100	chr3A	593350009	593357147	-	7139	27
TraesCS3A02G344200	chr3A	593512665	593514213	+	1549	0
TraesCS3A02G344300	chr3A	593700446	593705112	-	4667	0
TraesCS3A02G344400	chr3A	593998825	594004169	-	5345	1
TraesCS3A02G344500	chr3A	594013296	594032199	-	18904	0
TraesCS3A02G344600	chr3A	594299691	594301850	-	2160	1
TraesCS3A02G344700	chr3A	594347719	594349676	-	1958	0
TraesCS3A02G344800	chr3A	594492091	594494935	+	2845	0
TraesCS3A02G344900	chr3A	594496822	594499780	+	2959	0
TraesCS3A02G345000	chr3A	594523587	594527382	+	3796	0
TraesCS3A02G345100	chr3A	594589000	594591789	-	2790	0
TraesCS3A02G345200	chr3A	594667016	594670629	+	3614	0
TraesCS3A02G345300	chr3A	594666488	594670280	-	3793	0
TraesCS3A02G345400	chr3A	594798538	594800283	+	1746	0
TraesCS3A02G345500	chr3A	594895745	594896955	+	1211	0
TraesCS3A02G345600	chr3A	594897243	594898383	-	1141	0
TraesCS3A02G345700	chr3A	594898383	594899135	-	753	0
TraesCS3A02G345800	chr3A	595058524	595061575	-	3052	3
TraesCS3A02G346000	chr3A	595337637	595341001	+	3365	0
TraesCS3A02G346100	chr3A	595433942	595437796	+	3855	0
TraesCS3A02G346200	chr3A	595451658	595453697	+	2040	0
TraesCS3A02G346300	chr3A	595643968	595646484	+	2517	0
TraesCS3A02G346400	chr3A	595931240	595934645	-	3406	0
TraesCS3A02G346500	chr3A	595938173	595942547	-	4375	0
TraesCS3A02G346600	chr3A	595945840	595951813	-	5974	0
TraesCS3A02G346700	chr3A	595960780	595966846	-	6067	0
TraesCS3A02G346800	chr3A	596107336	596113049	+	5714	0
TraesCS3A02G346900	chr3A	596357028	596360255	+	3228	0
TraesCS3A02G347100	chr3A	596361344	596368491	-	7148	0
TraesCS3A02G347000	chr3A	596362378	596363920	+	1543	0
TraesCS3A02G347200	chr3A	596485377	596487048	+	1672	0
TraesCS3A02G347300	chr3A	596499542	596502144	+	2603	0
TraesCS3A02G347400	chr3A	596502144	596503464	+	1321	0
TraesCS3A02G347500	chr3A	596513729	596517427	+	3699	64
TraesCS3A02G347600	chr3A	596740374	596746103	+	5730	0
TraesCS3A02G347700	chr3A	596750920	596752778	-	1859	0
TraesCS3A02G347800	chr3A	596761882	596768709	-	6828	0
TraesCS3A02G347900	chr3A	596768716	596774438	-	5723	0
TraesCS3A02G348000	chr3A	596793853	596797381	+	3529	0
TraesCS3A02G348100	chr3A	596798604	596800510	-	1907	0
TraesCS3A02G348200	chr3A	597162282	597166097	+	3816	0
TraesCS3A02G348300	chr3A	597165801	597168310	-	2510	0
TraesCS3A02G348400	chr3A	597184234	597185854	+	1621	0
TraesCS3A02G348500	chr3A	597232445	597234909	-	2465	0
TraesCS3A02G348600	chr3A	597266759	597269691	+	2933	1
TraesCS3A02G348700	chr3A	597322841	597325782	+	2942	0
TraesCS3A02G348800	chr3A	597329406	597336174	+	6769	0
TraesCS3A02G348900	chr3A	597545806	597547798	-	1993	0
TraesCS3A02G349000	chr3A	597849333	597852271	+	2939	0
TraesCS3A02G349100	chr3A	597851331	597854268	-	2938	0
TraesCS3A02G349200	chr3A	597919413	597921933	+	2521	0
TraesCS3A02G349300	chr3A	597930315	597931661	-	1347	0
TraesCS3A02G349400	chr3A	598542671	598548699	+	6029	0
TraesCS3A02G349500	chr3A	598548508	598551792	-	3285	0
TraesCS3A02G349600	chr3A	598549560	598550799	+	1240	0
TraesCS3A02G349700	chr3A	598553400	598554866	+	1467	0
TraesCS3A02G349800	chr3A	598554329	598559624	-	5296	1
TraesCS3A02G349900	chr3A	598560037	598564216	+	4180	0
TraesCS3A02G350000	chr3A	598563793	598566627	-	2835	0
TraesCS3A02G350100	chr3A	598669749	598675375	-	5627	4
TraesCS3A02G350200	chr3A	598900720	598904223	-	3504	0
TraesCS3A02G350300	chr3A	598906062	598908207	-	2146	0
TraesCS3A02G350400	chr3A	598973183	598979825	+	6643	0
TraesCS3A02G350500	chr3A	598987605	598989150	-	1546	0
TraesCS3A02G350600	chr3A	599326045	599327683	+	1639	0
TraesCS3A02G350700	chr3A	599379851	599383755	+	3905	16
TraesCS3A02G350800	chr3A	599383355	599386367	-	3013	0
TraesCS3A02G350900	chr3A	599410633	599415498	-	4866	18
TraesCS3A02G351000	chr3A	599528205	599531508	+	3304	0
TraesCS3A02G351100	chr3A	599578476	599581503	-	3028	0
TraesCS3A02G351200	chr3A	599790841	599795937	-	5097	36
TraesCS3A02G351300	chr3A	599860801	599868349	+	7549	0
TraesCS3A02G351400	chr3A	599896058	599901418	+	5361	0
TraesCS3A02G351500	chr3A	600004216	600010043	+	5828	0
TraesCS3A02G351600	chr3A	600021751	600024118	+	2368	0
TraesCS3A02G351700	chr3A	600024070	600027624	-	3555	61
TraesCS3A02G351800	chr3A	600083422	600087840	+	4419	27
TraesCS3A02G351900	chr3A	600088030	600089317	-	1288	0
TraesCS3A02G352000	chr3A	600310906	600315212	+	4307	0
TraesCS3A02G352100	chr3A	600315212	600319740	+	4529	0
TraesCS3A02G352200	chr3A	600315632	600321113	-	5482	0
TraesCS3A02G352300	chr3A	600321113	600323113	-	2001	0
TraesCS3A02G352400	chr3A	600323113	600330766	-	7654	0
TraesCS3A02G352500	chr3A	600338974	600343781	-	4808	11
TraesCS3A02G352600	chr3A	600669608	600676414	+	6807	0
TraesCS3A02G352700	chr3A	600743560	600747125	-	3566	0
TraesCS3A02G352800	chr3A	600914247	600925960	+	11714	3
TraesCS3A02G352900	chr3A	600925081	600929186	-	4106	1
TraesCS3A02G353000	chr3A	600929868	600932415	-	2548	46
TraesCS3A02G353100	chr3A	601130538	601134176	-	3639	0
TraesCS3A02G353200	chr3A	601158308	601164693	+	6386	3
TraesCS3A02G353400	chr3A	601341468	601342611	-	1144	0
TraesCS3A02G353500	chr3A	601344021	601345726	-	1706	0
TraesCS3A02G353600	chr3A	601379505	601380654	-	1150	0
TraesCS3A02G353700	chr3A	601393930	601404530	-	10601	3
TraesCS3A02G353800	chr3A	601410433	601414331	-	3899	16
TraesCS3A02G353900	chr3A	601536003	601537451	-	1449	0
TraesCS3A02G354000	chr3A	601543028	601545676	+	2649	17
TraesCS3A02G354100	chr3A	601552100	601557638	+	5539	15
TraesCS3A02G354200	chr3A	601555249	601561226	-	5978	0
TraesCS3A02G354300	chr3A	602012258	602013891	+	1634	0
TraesCS3A02G354400	chr3A	602013980	602026298	+	12319	0
TraesCS3A02G354500	chr3A	602224590	602227860	+	3271	0
TraesCS3A02G354600	chr3A	602271260	602273142	-	1883	41
TraesCS3A02G354700	chr3A	602681979	602684257	+	2279	0
TraesCS3A02G354800	chr3A	602684986	602689869	-	4884	1
TraesCS3A02G354900	chr3A	602851520	602853817	+	2298	0
TraesCS3A02G355000	chr3A	602853817	602856208	+	2392	0
TraesCS3A02G355100	chr3A	602859507	602863561	+	4055	0
TraesCS3A02G355200	chr3A	602917147	602920590	+	3444	0
TraesCS3A02G355300	chr3A	602920299	602921216	-	918	0
TraesCS3A02G355400	chr3A	603233660	603235940	+	2281	3
TraesCS3A02G355500	chr3A	603263897	603271823	-	7927	21
TraesCS3A02G355600	chr3A	603471979	603473242	-	1264	0
TraesCS3A02G355700	chr3A	603789869	603793554	+	3686	3
TraesCS3A02G355800	chr3A	603793549	603799549	-	6001	0
TraesCS3A02G355900	chr3A	603802170	603805415	+	3246	120
TraesCS3A02G356000	chr3A	603807822	603812716	+	4895	3
TraesCS3A02G356100	chr3A	603812281	603814217	-	1937	0
TraesCS3A02G356200	chr3A	603845573	603847435	-	1863	0
TraesCS3A02G356300	chr3A	603914689	603916543	-	1855	0
TraesCS3A02G356400	chr3A	603925668	603929764	+	4097	11
TraesCS3A02G356500	chr3A	603929409	603933830	-	4422	4
TraesCS3A02G356600	chr3A	604325541	604327350	+	1810	0
TraesCS3A02G356700	chr3A	604342231	604346064	-	3834	0
TraesCS3A02G356800	chr3A	604568316	604571346	+	3031	0
TraesCS3A02G356900	chr3A	604793038	604794672	+	1635	0
TraesCS3A02G357000	chr3A	604997850	605001934	-	4085	0
TraesCS3A02G357100	chr3A	605047009	605050537	-	3529	0
TraesCS3A02G357200	chr3A	605168746	605171897	+	3152	0
TraesCS3A02G357300	chr3A	605171897	605175157	+	3261	0
TraesCS3A02G357400	chr3A	605178629	605180276	-	1648	0
TraesCS3A02G357500	chr3A	605239684	605241332	-	1649	3
TraesCS3A02G357600	chr3A	605819083	605830138	-	11056	0
TraesCS3A02G357700	chr3A	605849183	605856023	-	6841	9
TraesCS3A02G357800	chr3A	605979868	605981623	-	1756	0
TraesCS3A02G357900	chr3A	606424594	606427922	+	3329	63
TraesCS3A02G358000	chr3A	606428369	606433895	+	5527	0
TraesCS3A02G358100	chr3A	606443775	606446830	-	3056	0
TraesCS3A02G358200	chr3A	606514981	606519197	-	4217	0
TraesCS3A02G358300	chr3A	606528063	606530247	+	2185	0
TraesCS3A02G358400	chr3A	606572438	606576220	-	3783	0
TraesCS3A02G358500	chr3A	606658680	606661727	-	3048	63
TraesCS3A02G358600	chr3A	606666630	606674390	+	7761	0
TraesCS3A02G358700	chr3A	606739190	606740746	-	1557	0
TraesCS3A02G358800	chr3A	606823659	606826475	+	2817	0
TraesCS3A02G358900	chr3A	606828300	606830598	-	2299	0
TraesCS3A02G359000	chr3A	607054969	607061211	-	6243	3
TraesCS3A02G359100	chr3A	607062463	607065336	+	2874	0
TraesCS3A02G359200	chr3A	607105923	607113431	+	7509	20
TraesCS3A02G359300	chr3A	607232433	607234422	-	1990	0
TraesCS3A02G359400	chr3A	607443297	607447882	+	4586	0
TraesCS3A02G359500	chr3A	607466963	607469072	+	2110	0
TraesCS3A02G359600	chr3A	607469310	607470858	-	1549	0
TraesCS3A02G359700	chr3A	607486621	607488813	+	2193	0
TraesCS3A02G359800	chr3A	607507123	607509622	-	2500	0
TraesCS3A02G359900	chr3A	608075269	608078929	+	3661	0
TraesCS3A02G360100	chr3A	608105498	608107108	-	1611	0
TraesCS3A02G360200	chr3A	608107446	608109942	-	2497	0
TraesCS3A02G360300	chr3A	608189211	608192673	+	3463	1
TraesCS3A02G360400	chr3A	608193293	608197379	-	4087	0
TraesCS3A02G360500	chr3A	608339319	608341551	-	2233	0
TraesCS3A02G360600	chr3A	608344798	608348381	-	3584	0
TraesCS3A02G360800	chr3A	608378372	608384396	-	6025	0
TraesCS3A02G360900	chr3A	608478760	608483175	-	4416	0
TraesCS3A02G361000	chr3A	608738115	608739669	+	1555	0
TraesCS3A02G361100	chr3A	608750078	608753692	+	3615	0
TraesCS3A02G361200	chr3A	608817341	608818562	+	1222	0
TraesCS3A02G361300	chr3A	609473426	609477413	+	3988	0
TraesCS3A02G361400	chr3A	609476992	609483628	-	6637	0
TraesCS3A02G361500	chr3A	609826660	609828970	-	2311	0
TraesCS3A02G361700	chr3A	609946967	609957803	+	10837	5
TraesCS3A02G361800	chr3A	609959394	609962100	+	2707	0
TraesCS3A02G361900	chr3A	609982036	609988186	+	6151	0
TraesCS3A02G362100	chr3A	610039683	610043972	-	4290	0
TraesCS3A02G362000	chr3A	610040799	610044972	+	4174	0
TraesCS3A02G362200	chr3A	610366785	610370055	+	3271	2
TraesCS3A02G362300	chr3A	610410302	610416771	+	6470	0
TraesCS3A02G362500	chr3A	610541071	610548238	+	7168	0
TraesCS3A02G362600	chr3A	610550236	610556978	-	6743	0
TraesCS3A02G362700	chr3A	611155762	611156971	+	1210	0
TraesCS3A02G362800	chr3A	611165599	611171760	+	6162	0
TraesCS3A02G362900	chr3A	611198480	611204996	-	6517	0
TraesCS3A02G363000	chr3A	611700692	611704066	+	3375	27
TraesCS3A02G363100	chr3A	611703172	611711475	-	8304	0
TraesCS3A02G363200	chr3A	611705476	611707524	-	2049	0
TraesCS3A02G363300	chr3A	611707524	611708614	-	1091	0
TraesCS3A02G363400	chr3A	611944642	611949641	+	5000	1
TraesCS3A02G363500	chr3A	611950301	611953173	+	2873	0
TraesCS3A02G363600	chr3A	611950512	611954658	-	4147	0
TraesCS3A02G363700	chr3A	611964689	611971731	+	7043	0
TraesCS3A02G363800	chr3A	611971232	611974144	-	2913	0
TraesCS3A02G363900	chr3A	612522359	612528093	-	5735	0
TraesCS3A02G364000	chr3A	612763123	612764550	-	1428	0
TraesCS3A02G364100	chr3A	612983862	612987369	-	3508	0
TraesCS3A02G364200	chr3A	613167784	613170595	+	2812	0
TraesCS3A02G364300	chr3A	613170518	613171851	-	1334	0
TraesCS3A02G364400	chr3A	613171851	613176196	-	4346	0
TraesCS3A02G364500	chr3A	613198122	613199328	+	1207	0
TraesCS3A02G364600	chr3A	613390295	613394480	+	4186	34
TraesCS3A02G364700	chr3A	614123887	614125915	-	2029	0
TraesCS3A02G364800	chr3A	614227307	614231079	-	3773	0
TraesCS3A02G364900	chr3A	614236516	614242446	-	5931	0
TraesCS3A02G365000	chr3A	614464775	614470144	+	5370	19
TraesCS3A02G365100	chr3A	614537621	614541682	-	4062	3
TraesCS3A02G365200	chr3A	614569371	614574787	-	5417	0
TraesCS3A02G365300	chr3A	614676867	614681873	+	5007	9
TraesCS3A02G365500	chr3A	614690072	614693638	+	3567	0
TraesCS3A02G365600	chr3A	614708196	614710100	+	1905	1
TraesCS3A02G365700	chr3A	614756571	614763579	+	7009	0
TraesCS3A02G365800	chr3A	614758633	614764184	-	5552	0
TraesCS3A02G365900	chr3A	614796120	614802895	-	6776	0
TraesCS3A02G366000	chr3A	615051116	615053856	+	2741	0
TraesCS3A02G366100	chr3A	615103375	615106648	+	3274	15
TraesCS3A02G366200	chr3A	615134404	615135727	-	1324	0
TraesCS3A02G366300	chr3A	615273210	615280414	-	7205	0
TraesCS3A02G366400	chr3A	615700450	615707640	-	7191	0
TraesCS3A02G366500	chr3A	615713759	615718706	-	4948	0
TraesCS3A02G366600	chr3A	615718706	615723635	-	4930	5
TraesCS3A02G366700	chr3A	615923277	615924672	+	1396	0
TraesCS3A02G366800	chr3A	615938606	615941573	+	2968	0
TraesCS3A02G366900	chr3A	615938307	615939612	-	1306	0
TraesCS3A02G367000	chr3A	616092533	616096840	-	4308	130
TraesCS3A02G367100	chr3A	616096966	616103381	-	6416	12
TraesCS3A02G367200	chr3A	616248802	616254627	-	5826	5
TraesCS3A02G367300	chr3A	616279685	616282904	+	3220	0
TraesCS3A02G367400	chr3A	616286709	616288981	-	2273	331
