CARHR207710	AT5G05550
CARHR190740	AT5G22830
CARHR196310	AT5G16850
CARHR233640	AT4G26120
CARHR270290	AT5G56600
CARHR216820	AT5G35740
CARHR158630	AT3G49601
CARHR035380	AT1G43560
CARHR001680	AT1G02360
CARHR164820	AT3G54840
CARHR009100	AT1G09170
CARHR131350	AT2G36890
CARHR224070	AT4G17460
CARHR029030	AT1G29690
CARHR003820	AT1G04480
CARHR172080	AT3G61750
CARHR052240	AT1G61080
CARHR064910	AT1G72100
CARHR289770	AT1G56230
CARHR256790	AT5G51230
CARHR008270	AT1G08380
CARHR214970	AT5G37790
CARHR078530	AT3G04350
CARHR082120	AT3G07470
CARHR169160	AT3G58770
CARHR071000	AT1G77480
CARHR232860	AT4G25434
CARHR193310	AT5G19590
CARHR289580	AT5G43620
CARHR018040	AT1G17450
CARHR178620	AT5G44460
CARHR140010	AT2G44800
CARHR005370	AT1G05840
CARHR250180	AT4G01500
CARHR221750	AT4G15060
CARHR161000	AT3G51400
CARHR163440	AT3G53530
CARHR206480	AT5G06720
CARHR258620	AT5G50060
CARHR198130	AT5G15180
CARHR068140	AT1G74830
CARHR250430	AT4G02210
CARHR241000	AT4G32990
CARHR068410	AT1G75090
CARHR122440	AT2G29350
CARHR228490	AT4G21750
CARHR064510	AT1G71210
CARHR174700	AT5G46795
CARHR267410	AT5G54190
CARHR201090	AT5G12040
CARHR172880	AT3G62610
CARHR256170	AT4G10470
CARHR100450	AT3G24350
CARHR116490	AT2G25170
CARHR258870	AT1G51810
CARHR056070	AT1G54890
CARHR231460	AT4G24060
CARHR143720	AT2G01180
CARHR172660	AT3G62330
CARHR176560	AT5G45460
CARHR032430	AT1G33110
CARHR136670	AT2G41540
CARHR200220	AT5G13230
CARHR171060	AT3G60660
CARHR172240	AT3G61890
CARHR194400	AT5G18620
CARHR057300	AT1G65570
CARHR160030	AT3G50530
CARHR144710	AT2G02061
CARHR200880	AT5G12235
CARHR038920	AT1G48930
CARHR190350	AT5G23190
CARHR191430	AT5G22100
CARHR156950	AT3G48200
CARHR258190	AT5G64240
CARHR035520	AT1G43770
CARHR245070	AT4G36720
CARHR103630	AT2G06005
CARHR198020	AT5G15290
CARHR225150	AT4G18372
CARHR249910	AT4G01900
CARHR106460	AT2G16230
CARHR086130	AT3G11580
CARHR042370	AT1G52240
CARHR201280	AT5G11880
CARHR032380	AT1G33050
CARHR141840	AT2G46510
CARHR143090	AT2G47700
CARHR205900	AT5G07240
CARHR028920	AT2G34310
CARHR130000	AT2G35760
CARHR089860	AT3G14920
CARHR272210	AT5G58375
CARHR236170	AT4G28400
CARHR094340	AT3G18900
CARHR144820	AT2G02148
CARHR125200	AT2G31570
CARHR204500	AT5G08490
CARHR200080	AT5G13370
CARHR087980	AT3G13360
CARHR126210	AT2G32390
CARHR022430	AT1G22070
CARHR079660	AT3G05320
CARHR126740	AT2G32800
CARHR090850	AT3G15760
CARHR137580	AT2G42510
CARHR022120	AT1G21840
CARHR007050	AT1G07340
CARHR104820	AT2G13560
CARHR012800	AT1G12520
CARHR026320	AT1G25240
CARHR197090	AT5G16220
CARHR245710	AT4G37310
CARHR015270	AT1G14740
CARHR285300	AT5G59240
CARHR106680	AT2G16440
CARHR096260	AT3G20500
CARHR042190	AT1G52050
CARHR199520	AT5G13910
CARHR240020	AT4G32100
CARHR179930	AT5G43680
CARHR294350	AT4G38630
CARHR231230	AT4G23850
CARHR066750	AT1G73680
CARHR248720	AT4G00550
CARHR136980	AT2G41890
CARHR145410	AT2G02990
CARHR231720	AT4G24290
CARHR067640	AT1G74380
CARHR000220	AT1G02110
CARHR191590	AT5G21940
CARHR130700	AT2G36400
CARHR227750	AT4G21170
CARHR292180	AT1G66200
CARHR281190	AT5G49560
CARHR204370	AT5G08610
CARHR066510	AT1G73480
CARHR007230	AT1G07473
CARHR007940	AT1G08130
CARHR020050	AT1G19485
CARHR203750	AT5G09630
CARHR054350	AT1G57780
CARHR110640	AT2G20120
CARHR254530	AT4G11780
CARHR170620	AT3G60300
CARHR224780	AT4G18010
CARHR275150	AT5G61390
CARHR145990	AT2G03667
CARHR073980	AT5G51280
CARHR165040	AT3G55020
CARHR199810	AT5G13630
CARHR279320	AT5G65360
CARHR161010	AT3G51410
CARHR089310	AT3G14450
CARHR282770	ATMG00370
CARHR269280	AT5G55910
CARHR188610	AT5G24840
CARHR249420	AT4G00905
CARHR210760	AT5G02590
CARHR194520	AT5G18490
CARHR150240	AT3G45440
CARHR247360	AT4G39350
CARHR045610	AT1G55900
CARHR143600	AT4G38120
CARHR041310	AT2G22410
CARHR107480	AT2G17350
CARHR103300	AT2G05710
CARHR045340	AT1G55640
CARHR104350	AT3G44530
CARHR100870	AT3G24590
CARHR211140	AT5G02230
CARHR021500	AT1G21060
CARHR243640	AT4G35310
CARHR278300	AT5G64360
CARHR203280	AT5G10030
CARHR278650	AT5G64670
CARHR099540	AT3G23610
CARHR095430	AT3G19900
CARHR065890	AT1G72950
CARHR204640	AT5G08400
CARHR181710	AT5G42765
CARHR110390	AT2G19950
CARHR247730	AT4G39020
CARHR145660	AT2G03310
CARHR073180	AT1G79520
CARHR077150	AT3G03130
CARHR093820	AT3G18470
CARHR203940	AT5G09460
CARHR146640	AT3G25710
CARHR131510	AT2G37025
CARHR180090	AT5G43540
CARHR145500	AT2G03170
CARHR222470	AT4G16950
CARHR197520	AT5G15802
CARHR239420	AT4G31540
CARHR013600	AT1G13220
CARHR246200	AT4G37810
CARHR085230	AT3G10650
CARHR097490	AT3G21540
CARHR249640	AT4G02030
CARHR181430	AT5G42820
CARHR107150	AT2G16880
CARHR151120	AT3G44890
CARHR082930	AT3G08630
CARHR082240	AT3G07560
CARHR021800	AT1G21410
CARHR102920	AT2G04900
CARHR075370	AT3G01550
CARHR124840	AT2G31240
CARHR128560	AT2G34460
CARHR124660	AT2G31083
CARHR090140	AT3G15160
CARHR065090	AT1G72230
CARHR017650	AT1G17110
CARHR081910	AT3G07250
CARHR135520	AT2G40410
CARHR073230	AT1G79570
CARHR239370	AT4G31480
CARHR051450	AT1G61215
CARHR223980	AT4G17370
CARHR006540	AT1G06850
CARHR013540	AT1G13170
CARHR255660	AT4G10950
CARHR212990	AT5G41330
CARHR006010	AT1G06400
CARHR292860	AT2G23270
CARHR037260	AT1G47610
CARHR059300	AT1G66970
CARHR251960	AT4G03520
CARHR197130	AT5G16170
CARHR202480	AT5G10810
CARHR156520	AT3G47830
CARHR133850	AT2G39090
CARHR154490	AT3G46140
CARHR045960	AT1G56190
CARHR033290	AT1G33900
CARHR115570	AT2G25680
CARHR060910	AT1G68220
CARHR166530	AT3G56400
CARHR136210	AT2G41120
CARHR201240	AT5G11920
CARHR268520	AT5G55160
CARHR011760	AT1G11490
CARHR192060	AT5G20790
CARHR162890	AT3G53000
CARHR279850	AT5G65860
CARHR019570	AT1G18940
CARHR141440	AT2G46160
CARHR016380	AT1G15860
CARHR233490	AT4G25980
CARHR249450	AT4G00880
CARHR260830	AT4G09830
CARHR195590	AT5G17590
CARHR146710	AT3G25800
CARHR209070	AT5G04190
CARHR244710	AT4G36380
CARHR061200	AT1G68410
CARHR282000	ATCG00340
CARHR268150	AT5G54810
CARHR283400	ATMG01170
CARHR065270	AT1G72360
CARHR190510	AT5G23010
CARHR158130	AT3G49260
CARHR142140	AT2G46800
CARHR196960	AT5G16360
CARHR242510	AT4G34270
CARHR105080	AT2G12550
CARHR197030	AT5G16280
CARHR201680	AT5G11540
CARHR202620	AT5G10700
CARHR029200	AT1G30230
CARHR268490	AT5G55135
CARHR246460	AT4G38050
CARHR069390	AT1G75840
CARHR074170	AT1G80340
CARHR190250	AT5G23290
CARHR217810	AT5G35630
CARHR147990	AT3G26900
CARHR288180	AT2G07689
CARHR286470	AT2G25940
CARHR199290	AT5G14070
CARHR146460	AT3G25545
CARHR148270	AT3G27050
CARHR256020	AT4G10560
CARHR240710	AT4G32717
CARHR245170	AT4G36810
CARHR248110	AT4G00060
CARHR141630	AT2G46360
CARHR030120	AT1G30640
CARHR206670	AT5G06530
CARHR206900	AT5G06200
CARHR103040	AT2G05170
CARHR212330	AT5G01980
CARHR105550	AT2G15090
CARHR267620	AT5G54310
CARHR105220	AT2G14530
CARHR031290	AT1G31940
CARHR279350	AT5G65380
CARHR086290	AT3G11740
CARHR047060	AT1G64070
CARHR125130	AT2G31490
CARHR033830	AT1G34370
CARHR010380	AT1G10280
CARHR048870	AT1G62880
CARHR242920	AT4G34500
CARHR037840	AT1G48210
CARHR134690	AT2G39805
CARHR228740	AT4G21940
CARHR052900	AT1G60050
CARHR200310	AT5G13160
CARHR016920	AT1G16445
CARHR091430	AT3G16240
CARHR125410	AT2G31725
CARHR038110	AT1G48480
CARHR063310	AT1G70190
CARHR084360	AT3G09850
CARHR063740	AT1G70530
CARHR269600	AT5G56200
CARHR034460	AT1G35670
CARHR277190	AT5G63350
CARHR132720	AT2G38130
CARHR128740	AT2G34640
CARHR163140	AT3G53170
CARHR012230	AT1G11905
CARHR093030	AT3G17680
CARHR199080	AT5G14260
CARHR062510	AT1G69560
CARHR015860	AT1G15330
CARHR149630	AT3G27970
CARHR083320	AT3G08980
CARHR122870	AT2G29530
CARHR026690	AT1G24440
CARHR070270	AT1G76730
CARHR158790	AT3G49720
CARHR220180	AT4G14147
CARHR138820	AT2G43640
CARHR192830	AT5G20020
CARHR187990	AT5G25460
CARHR284860	AT2G14850
CARHR234140	AT4G26555
CARHR229940	AT4G22900
CARHR167240	AT3G57050
CARHR162630	AT3G52750
CARHR010560	AT1G10417
CARHR024200	AT1G23800
CARHR182640	AT5G49100
CARHR028000	AT1G28520
CARHR028550	AT1G29220
CARHR185790	AT5G27150
CARHR194930	AT5G18140
CARHR191600	AT5G21930
CARHR293800	AT5G64970
CARHR218740	AT4G13250
CARHR071270	AT1G77760
CARHR018920	AT1G18335
CARHR279650	AT5G65690
CARHR163850	AT3G53950
CARHR093520	AT3G18190
CARHR288470	AT1G66220
CARHR163320	AT3G53420
CARHR240190	AT4G32290
CARHR092440	AT3G17170
CARHR220360	AT4G14240
CARHR137910	AT2G42830
CARHR277590	AT5G63680
CARHR112300	AT2G21400
CARHR009660	AT1G09690
CARHR004560	AT1G05100
CARHR224330	AT4G17615
CARHR168350	AT3G58030
CARHR090120	AT3G15140
CARHR147360	AT3G26350
CARHR231530	AT4G24130
CARHR089670	AT3G14730
CARHR179720	AT5G43760
CARHR102020	AT2G04100
CARHR280450	AT5G67180
CARHR075350	AT3G01580
CARHR000410	AT1G01940
CARHR213310	AT5G41060
CARHR008640	AT1G08720
CARHR113860	AT2G22630
CARHR290560	AT4G15955
CARHR078180	AT3G04060
CARHR129650	AT2G35500
CARHR257360	AT5G50900
CARHR021310	AT1G20880
CARHR043810	AT1G53560
CARHR043760	AT1G53520
CARHR156100	AT3G47460
CARHR091310	AT3G16150
CARHR211740	AT5G01360
CARHR022260	AT1G21910
CARHR039240	AT1G49230
CARHR004780	AT1G05291
CARHR225520	AT4G18660
CARHR240920	AT4G32915
CARHR046730	AT1G64200
CARHR106850	AT2G16630
CARHR253890	AT4G12350
CARHR052760	AT1G60190
CARHR115130	AT2G26290
CARHR135090	AT2G40113
CARHR180200	AT5G43410
CARHR277440	AT5G63570
CARHR294300	AT4G38570
CARHR206000	AT5G07140
CARHR266280	AT5G53210
CARHR115420	AT1G54470
CARHR136750	AT2G41670
CARHR089410	AT3G14370
CARHR071490	AT1G78040
CARHR206080	AT5G07070
CARHR280980	AT5G66740
CARHR219290	AT3G61340
CARHR123650	AT2G30330
CARHR204390	AT5G08570
CARHR257180	AT5G51010
CARHR209270	AT5G04010
CARHR011160	AT1G10940
CARHR019950	AT1G19360
CARHR098620	AT3G22780
CARHR138970	AT2G43790
CARHR005780	AT1G06240
CARHR185290	AT5G28680
CARHR240630	AT4G32660
CARHR232610	AT4G25210
CARHR079050	AT3G04800
CARHR076050	AT3G02090
CARHR225760	AT4G18880
CARHR076720	AT3G02720
CARHR186160	AT5G27630
CARHR072000	AT1G78510
CARHR043100	AT1G52880
CARHR083600	AT3G09250
CARHR001090	AT1G01350
CARHR230910	AT4G23540
CARHR025640	AT1G26270
CARHR207240	AT5G05970
CARHR143280	AT2G47890
CARHR187690	AT5G25630
CARHR046880	AT3G09380
CARHR077230	AT3G03210
CARHR046550	AT1G64385
CARHR235360	AT4G27652
CARHR067580	AT1G74320
CARHR264640	AT5G51760
CARHR032170	AT1G32790
CARHR188410	AT5G25090
CARHR292510	AT3G28455
CARHR249090	AT4G01210
CARHR003030	AT1G03700
CARHR174260	AT5G47140
CARHR279020	AT5G65110
CARHR184830	AT2G23800
CARHR171490	AT3G61180
CARHR003780	AT1G04440
CARHR097390	AT3G21420
CARHR082030	AT3G07390
CARHR236540	AT4G28750
CARHR286270	AT1G35260
CARHR121790	AT2G28680
CARHR082740	AT3G08000
CARHR192800	AT5G20040
CARHR108530	AT2G18040
CARHR164420	AT3G54530
CARHR079580	AT3G05240
CARHR287960	AT5G49530
CARHR214320	AT5G38280
CARHR029380	AT1G30010
CARHR254320	AT4G11970
CARHR188260	AT5G25220
CARHR079270	AT3G04960
CARHR002920	AT1G03560
CARHR080510	AT3G06010
CARHR129870	AT2G35640
CARHR156400	AT3G47720
CARHR250350	AT4G02170
CARHR139460	AT2G44280
CARHR169480	AT3G59060
CARHR174040	AT5G47360
CARHR227460	AT4G20900
CARHR213790	AT5G40720
CARHR251000	AT4G02700
CARHR165180	AT3G55150
CARHR181540	AT5G42630
CARHR195070	AT5G18000
CARHR194950	AT5G18120
CARHR067360	AT1G74190
CARHR224540	AT4G17810
CARHR007520	AT1G07725
CARHR048670	AT1G62980
CARHR011570	AT1G11320
CARHR045280	AT1G55580
CARHR071400	AT1G77930
CARHR003250	AT1G03910
CARHR053410	AT1G59740
CARHR244340	AT4G35940
CARHR080040	AT3G05610
CARHR171720	AT3G61380
CARHR200410	AT5G13060
CARHR230850	AT4G23515
CARHR283980	AT1G58420
CARHR260610	AT4G09670
CARHR258380	AT5G50230
CARHR088230	AT3G13560
CARHR206350	AT5G06820
CARHR066180	AT1G73180
CARHR135140	AT2G40130
CARHR090440	AT3G15400
CARHR160550	AT3G50980
CARHR022590	AT1G22240
CARHR160000	AT3G50500
CARHR278820	AT5G64816
CARHR260780	AT4G09760
CARHR226020	AT4G19150
CARHR206720	AT5G06470
CARHR254180	AT4G12050
CARHR278530	AT5G64560
CARHR262280	AT5G39900
CARHR268130	AT5G54790
CARHR180640	AT5G43250
CARHR145850	AT2G03505
CARHR202810	AT5G10480
CARHR255270	AT4G11310
CARHR202360	AT5G10930
CARHR190910	AT5G22670
CARHR210400	AT5G02910
CARHR103840	AT2G06520
CARHR098880	AT3G22942
CARHR228560	AT4G21790
CARHR194570	AT5G18450
CARHR107810	AT2G17620
CARHR236810	AT4G29070
CARHR074760	AT1G79810
CARHR162950	AT3G53100
CARHR204240	AT5G08770
CARHR183730	AT5G48430
CARHR066980	AT1G73875
CARHR081470	AT3G06860
CARHR289470	AT5G27470
CARHR126970	AT2G33050
CARHR240960	AT4G32950
CARHR248270	AT4G00220
CARHR076940	AT3G02910
CARHR219090	AT4G13450
CARHR262750	AT1G79760
CARHR278790	AT5G64800
CARHR100790	AT3G24560
CARHR040900	AT1G50870
CARHR044480	AT1G54130
CARHR237630	AT4G29750
CARHR122260	AT2G29040
CARHR086930	AT3G12400
CARHR237140	AT4G29350
CARHR026170	AT1G25320
CARHR187430	AT5G26150
CARHR133510	AT2G38800
CARHR077090	AT3G03080
CARHR276040	AT5G62260
CARHR197270	AT5G16040
CARHR155220	AT3G46590
CARHR215550	AT5G37475
CARHR092020	AT3G16770
CARHR134230	AT2G39380
CARHR198220	AT5G15100
CARHR033620	AT1G34120
CARHR060570	AT1G67930
CARHR074540	AT1G79940
CARHR074810	AT1G80440
CARHR139640	AT5G24550
CARHR120530	AT2G27830
CARHR024190	AT1G23780
CARHR016710	AT1G16240
CARHR019960	AT1G19370
CARHR027890	AT1G28390
CARHR232660	AT4G25250
CARHR082300	AT3G07600
CARHR274380	AT5G60700
CARHR252580	AT1G48400
CARHR243580	AT4G35260
CARHR186060	AT5G27450
CARHR022920	AT1G22550
CARHR034810	AT1G36940
CARHR012000	AT1G11690
CARHR197170	AT5G16130
CARHR007550	AT1G07745
CARHR132530	AT2G37975
CARHR099280	AT3G23310
CARHR036670	AT1G47056
CARHR039880	AT1G49820
CARHR203140	AT5G10150
CARHR228730	AT4G21930
CARHR161970	AT3G52210
CARHR223040	AT4G16563
CARHR161200	AT3G51610
CARHR229210	AT4G22305
CARHR006970	AT1G07250
CARHR255580	AT4G11030
CARHR245830	AT4G37440
CARHR165980	AT3G55880
CARHR161750	AT3G52060
CARHR165230	AT3G55230
CARHR199600	AT5G13830
CARHR166980	AT3G56830
CARHR192650	AT5G20170
CARHR192660	AT5G20165
CARHR222930	AT4G16520
CARHR229770	AT4G22780
CARHR279990	AT5G67600
CARHR252720	AT4G04850
CARHR189510	AT5G24080
CARHR166760	AT3G56650
CARHR215190	AT5G37660
CARHR279770	AT5G65770
CARHR086310	AT3G11760
CARHR294110	AT4G38370
CARHR145260	AT2G02820
CARHR040670	AT1G50620
CARHR044950	AT1G55300
CARHR221910	AT4G15180
CARHR243360	AT4G35080
CARHR201420	AT5G11770
CARHR020690	AT1G20190
CARHR195920	AT5G17290
CARHR265930	AT5G52960
CARHR055010	AT1G56560
CARHR186040	AT5G27430
CARHR095660	AT3G20140
CARHR109210	AT2G18620
CARHR047900	AT1G63460
CARHR282260	ATCG00780
CARHR242180	AT4G34040
CARHR282180	ATCG00670
CARHR261220	AT4G10130
CARHR140730	AT2G45550
CARHR123130	AT2G29900
CARHR228270	AT4G21580
CARHR019610	AT1G18990
CARHR267760	AT5G54480
CARHR130430	AT2G36190
CARHR266700	AT5G53570
CARHR238410	AT4G30520
CARHR148480	AT3G27220
CARHR157390	AT3G48580
CARHR239670	AT4G31770
CARHR084790	AT3G10310
CARHR113670	AT2G22475
CARHR263570	AT5G38940
CARHR028700	AT1G29350
CARHR251680	AT4G03230
CARHR075630	AT3G01350
CARHR232000	AT4G24610
CARHR039470	AT1G49470
CARHR233530	AT4G26010
CARHR225140	AT4G18370
CARHR124300	AT2G30840
CARHR020340	AT1G19840
CARHR252450	AT4G05120
CARHR127960	AT2G33840
CARHR149020	AT5G43030
CARHR237850	AT4G29930
CARHR189580	AT5G23980
CARHR009360	AT1G09400
CARHR115960	AT5G40820
CARHR006200	AT1G06590
CARHR083510	AT3G09150
CARHR031660	AT1G32310
CARHR070040	AT1G76490
CARHR190870	AT5G22730
CARHR208520	AT5G04760
CARHR037100	AT1G47530
CARHR139610	AT2G44450
CARHR010710	AT1G10550
CARHR069980	AT1G76420
CARHR247930	AT4G38800
CARHR085770	AT3G11210
CARHR064600	AT1G71310
CARHR148730	AT3G27390
CARHR113490	AT2G22260
CARHR071640	AT1G78172
CARHR085820	AT3G11260
CARHR071390	AT1G77920
CARHR239900	AT4G32000
CARHR014870	AT1G14430
CARHR084420	AT3G09910
CARHR239450	AT4G31570
CARHR014650	AT1G14240
CARHR005570	AT1G06050
CARHR256060	AT4G20240
CARHR221920	AT4G15200
CARHR228420	AT4G21705
CARHR228130	AT4G21450
CARHR065510	AT1G72570
CARHR258540	AT5G50090
CARHR211930	AT5G01580
CARHR043370	AT1G53160
CARHR114060	AT2G22780
CARHR248350	AT4G00290
CARHR001660	AT1G02340
CARHR216800	AT5G35753
CARHR190720	AT5G22850
CARHR290360	AT4G15830
CARHR029010	AT1G29680
CARHR272410	AT5G58575
CARHR262860	AT2G23640
CARHR158300	AT3G49360
CARHR029540	AT1G29900
CARHR256770	AT5G51260
CARHR003800	AT1G04450
CARHR172060	AT3G61730
CARHR226240	AT4G19450
CARHR009470	AT1G09500
CARHR192520	AT5G20310
CARHR199220	AT5G14120
CARHR052220	AT3G62440
CARHR056270	AT1G64860
CARHR133280	AT2G38610
CARHR054460	AT1G57720
CARHR018710	AT1G18150
CARHR053170	AT1G59900
CARHR008780	AT1G08860
CARHR279930	AT5G65920
CARHR153580	AT3G32940
CARHR163460	AT3G53560
CARHR289670	AT1G55040
CARHR249980	AT4G01690
CARHR175580	AT5G46210
CARHR253710	AT4G12490
CARHR230120	AT4G23060
CARHR005310	AT1G05790
CARHR183850	AT5G48360
CARHR146190	AT2G03780
CARHR191990	AT5G20860
CARHR031080	AT1G31780
CARHR251420	AT4G03030
CARHR250210	AT4G01460
CARHR122460	AT2G29180
CARHR272740	AT5G58800
CARHR263640	AT5G38895
CARHR174720	AT5G46780
CARHR238510	AT4G30630
CARHR134480	AT2G39630
CARHR026770	AT1G24320
CARHR009780	AT1G09795
CARHR143870	AT2G01350
CARHR147820	AT3G26750
CARHR256110	AT5G08690
CARHR277320	AT5G63470
CARHR172600	AT3G62270
CARHR114610	AT2G23740
CARHR038300	AT1G48650
CARHR270920	AT5G57140
CARHR260850	AT2G42460
CARHR114940	AT2G26170
CARHR038900	AT1G48910
CARHR088930	AT3G14075
CARHR014560	AT1G14160
CARHR245620	AT4G36890
CARHR111130	AT2G20562
CARHR175050	AT5G46530
CARHR043590	AT1G53380
CARHR129480	AT2G35330
CARHR148860	AT3G27473
CARHR173290	AT3G63000
CARHR146990	AT3G26000
CARHR219340	AT4G13630
CARHR196620	AT5G16600
CARHR276980	AT5G63140
CARHR142470	AT2G47090
CARHR198800	AT5G14510
CARHR068290	AT1G74970
CARHR132880	AT2G38300
CARHR096150	AT3G20440
CARHR042350	AT1G52220
CARHR042420	AT1G52310
CARHR272290	AT5G37060
CARHR175890	AT5G46040
CARHR229350	AT4G22460
CARHR259630	AT4G08570
CARHR205920	AT5G07220
CARHR114110	AT2G44065
CARHR277290	AT5G63440
CARHR205290	AT5G07910
CARHR089880	AT3G14940
CARHR182100	AT5G49450
CARHR024430	AT1G24140
CARHR235170	AT4G27490
CARHR078040	AT3G03920
CARHR071020	AT1G77500
CARHR008250	AT1G08370
CARHR207520	AT5G05740
CARHR028940	AT1G29550
CARHR130020	AT2G35770
CARHR157330	AT3G48530
CARHR126760	AT2G32810
CARHR240810	AT4G32820
CARHR144840	AT2G02170
CARHR088680	AT3G13882
CARHR076550	AT3G02550
CARHR019290	AT1G18660
CARHR022450	AT1G22100
CARHR079640	AT3G05300
CARHR022100	AT1G21722
CARHR007030	AT1G07320
CARHR062090	AT1G69210
CARHR122070	AT2G28900
CARHR012820	AT1G12530
CARHR199580	AT5G13850
CARHR132080	AT2G37530
CARHR164110	AT3G54210
CARHR215200	AT5G37410
CARHR134870	AT2G39950
CARHR026340	AT1G25220
CARHR220420	AT4G14270
CARHR179070	AT5G44190
CARHR100530	AT3G24440
CARHR179910	AT5G43710
CARHR276340	AT5G62560
CARHR151480	AT3G44716
CARHR089080	AT3G14200
CARHR000200	AT1G02130
CARHR067110	AT1G73980
CARHR269270	AT5G55900
CARHR231700	AT4G24270
CARHR235280	AT4G27585
CARHR253610	AT4G12560
CARHR238820	AT4G30930
CARHR099820	AT3G23820
CARHR197710	AT5G15610
CARHR204740	AT5G08335
CARHR190020	AT5G23520
CARHR008430	AT1G08530
CARHR007780	AT1G07990
CARHR186440	AT5G49150
CARHR068830	AT1G75430
CARHR170600	AT3G60270
CARHR174980	AT5G46600
CARHR170350	AT1G06630
CARHR141520	AT2G46250
CARHR271980	AT5G58170
CARHR058490	AT1G66510
CARHR081680	AT3G07090
CARHR103220	AT2G05530
CARHR077390	AT3G03341
CARHR161560	AT3G51930
CARHR205430	AT5G07720
CARHR223210	AT4G16690
CARHR255820	AT4G10780
CARHR201950	AT5G11320
CARHR147640	AT3G26618
CARHR273830	AT5G60170
CARHR194890	AT5G18170
CARHR031970	AT1G32520
CARHR177950	AT5G44860
CARHR013990	AT1G13630
CARHR273020	AT5G59560
CARHR097700	AT3G21760
CARHR045360	AT1G55680
CARHR041990	AT1G51860
CARHR197450	AT5G15860
CARHR194540	AT5G18475
CARHR224360	AT4G17640
CARHR103670	AT2G06010
CARHR121470	AT2G27590
CARHR082480	AT3G07770
CARHR144590	AT2G01990
CARHR027160	AT1G27670
CARHR209570	AT5G03730
CARHR204520	AT5G08470
CARHR149950	AT3G45710
CARHR044010	AT1G53710
CARHR014760	AT1G14330
CARHR211120	AT5G02250
CARHR238380	AT4G30490
CARHR095410	AT3G19890
CARHR110910	AT2G20390
CARHR271180	AT5G57380
CARHR203550	AT5G09840
CARHR127410	AT2G33400
CARHR277910	AT5G63990
CARHR127140	AT2G33160
CARHR025100	AT1G26880
CARHR265720	AT5G52790
CARHR247470	AT4G39230
CARHR231870	AT4G24480
CARHR235820	AT4G28100
CARHR161690	AT3G52050
CARHR025450	AT1G26520
CARHR006780	AT1G07080
CARHR292480	AT3G29280
CARHR085210	AT3G10630
CARHR140920	AT2G45695
CARHR131570	AT2G37070
CARHR261030	AT4G10030
CARHR205670	AT5G07470
CARHR246890	AT4G39810
CARHR041190	AT1G51160
CARHR033100	AT1G33610
CARHR249660	AT4G02020
CARHR232470	AT4G25080
CARHR011290	AT1G11100
CARHR024850	AT1G27060
CARHR216160	AT1G19260
CARHR082260	AT3G07568
CARHR236730	AT4G29000
CARHR042040	AT1G51910
CARHR233700	AT4G26170
CARHR065070	AT1G72210
CARHR124820	AT2G31220
CARHR049020	AT1G62810
CARHR128820	AT2G34690
CARHR269330	AT5G55960
CARHR131610	AT2G37100
CARHR006560	AT1G06890
CARHR275520	AT5G61760
CARHR294220	AT4G38500
CARHR177370	AT5G45160
CARHR272980	AT5G41680
CARHR153630	AT3G42180
CARHR013520	AT1G13150
CARHR255640	AT4G10960
CARHR256300	AT4G10340
CARHR120020	AT2G27430
CARHR069400	AT1G75850
CARHR189270	AT5G24260
CARHR166510	AT3G56360
CARHR020370	AT1G19870
CARHR045940	AT1G56170
CARHR011740	AT1G11475
CARHR192000	AT5G20850
CARHR252910	AT4G04620
CARHR285340	AT5G59210
CARHR066790	AT1G73720
CARHR173120	AT3G62860
CARHR211430	AT5G01110
CARHR156620	AT3G47910
CARHR094970	AT3G19550
CARHR284430	AT1G54990
CARHR190530	AT5G23000
CARHR061220	AT1G68440
CARHR283420	ATMG01190
CARHR270160	AT5G62970
CARHR282820	ATMG00450
CARHR242570	AT4G34220
CARHR272880	AT5G58940
CARHR265350	AT5G52410
CARHR259950	AT4G08940
CARHR029220	AT1G30210
CARHR232490	AT4G25100
CARHR140690	AT2G45500
CARHR238080	AT4G30180
CARHR045210	AT1G55530
CARHR213800	AT5G40710
CARHR074150	AT1G80360
CARHR114370	AT2G23140
CARHR281600	AT5G66140
CARHR109340	AT2G18750
CARHR130620	AT2G36330
CARHR278580	AT5G64610
CARHR038680	AT1G48750
CARHR201700	AT5G11520
CARHR084160	AT3G09735
CARHR030100	AT1G30620
CARHR050520	AT1G61810
CARHR100010	AT3G24190
CARHR090160	AT3G15180
CARHR156560	AT3G47840
CARHR248130	AT4G00090
CARHR128500	AT2G34420
CARHR031270	AT1G31930
CARHR212310	AT5G01960
CARHR242790	AT4G34610
CARHR206380	AT5G06800
CARHR146340	AT2G04030
CARHR055200	AT1G56423
CARHR267860	AT5G54580
CARHR026900	AT1G27320
CARHR208950	AT5G04340
CARHR267640	AT5G54380
CARHR105200	AT2G14620
CARHR047040	AT1G63930
CARHR125150	AT2G31500
CARHR134670	AT2G39795
CARHR033810	AT1G34355
CARHR010360	AT1G10240
CARHR110880	AT2G20360
CARHR140960	AT2G45720
CARHR154210	AT3G45880
CARHR094640	AT3G19230
CARHR226680	AT4G19900
CARHR172470	AT3G62130
CARHR091140	AT3G16010
CARHR098070	AT3G22180
CARHR291300	AT1G71410
CARHR091410	AT3G16220
CARHR197690	AT5G15630
CARHR016900	AT1G07950
CARHR260070	AT4G06634
CARHR118240	AT2G24100
