AT1G06190	CARHR005720
AT4G02590	CARHR250880
AT3G10070	CARHR084570
AT3G21480	CARHR097420
AT5G66920	CARHR280770
AT5G07680	CARHR205490
AT2G27030	CARHR119300
AT1G44160	CARHR035830
AT2G27035	CARHR119330
AT5G13870	CARHR199560
AT5G23320	CARHR190220
AT3G49601	CARHR158630
AT1G11580	CARHR011870
AT5G63170	CARHR277020
AT5G11840	CARHR201320
AT3G47410	CARHR156050
AT5G45770	CARHR176210
AT5G15540	CARHR197770
AT1G34245	CARHR033740
AT5G01260	CARHR211600
AT4G28260	CARHR235970
AT2G46260	CARHR141530
AT5G55920	CARHR269290
AT2G22120	CARHR113240
AT5G16130	CARHR197170
AT5G17360	CARHR195850
AT3G53530	CARHR163440
AT1G45145	CARHR036230
AT1G12580	CARHR012860
AT5G44150	CARHR179120
AT3G54970	CARHR164970
AT1G23730	CARHR024120
AT2G20980	CARHR111860
AT1G50300	CARHR040350
AT4G37710	CARHR246100
AT4G26220	CARHR233750
AT5G11250	CARHR202010
AT4G26550	CARHR234130
AT5G16840	CARHR196320
AT3G21180	CARHR097050
AT4G26555	CARHR234140
AT1G23080	CARHR023460
AT5G26030	CARHR187280
AT5G22060	CARHR191470
AT1G04300	CARHR003630
AT4G04470	CARHR253040
AT4G03130	CARHR251570
AT4G14540	CARHR220750
AT4G28040	CARHR235740
AT5G26780	CARHR186780
AT1G10980	CARHR011730
AT1G10450	CARHR010590
AT4G30830	CARHR238680
AT4G39390	CARHR247320
AT1G34060	CARHR033450
AT1G65230	CARHR056840
AT1G34790	CARHR034060
AT2G29110	CARHR122400
AT4G02330	CARHR250520
AT1G06840	CARHR006530
AT1G68140	CARHR060820
AT1G12630	CARHR012920
ATMG00150	CARHR282650
AT5G27920	CARHR186520
AT2G42660	CARHR137770
AT1G74550	CARHR067830
AT2G43235	CARHR138310
AT3G17205	CARHR092470
AT1G75600	CARHR068990
AT1G07460	CARHR007200
AT1G70230	CARHR063350
AT1G23550	CARHR023980
AT1G23880	CARHR024280
AT5G03070	CARHR210260
AT3G19910	CARHR095440
AT1G69890	CARHR062970
AT1G58370	CARHR284140
AT3G12690	CARHR087210
AT3G62440	CARHR052220
AT3G19310	CARHR094710
AT5G26250	CARHR187120
AT5G22200	CARHR191350
AT1G04160	CARHR003500
AT1G10180	CARHR010280
AT2G23000	CARHR292760
AT5G01670	CARHR212030
AT3G06170	CARHR080690
AT2G40960	CARHR136070
AT4G08500	CARHR259530
AT5G19560	CARHR193340
AT4G37400	CARHR245780
AT1G68200	CARHR060890
AT1G71940	CARHR064770
AT1G10670	CARHR010850
AT1G08800	CARHR008720
AT5G63350	CARHR277190
AT1G21480	CARHR021850
AT5G16790	CARHR196370
AT2G20360	CARHR110880
AT2G20362	CARHR110890
AT5G37290	CARHR215800
AT1G60770	CARHR051740
AT3G60330	CARHR170650
AT4G00840	CARHR249490
AT1G70090	CARHR063180
AT1G53140	CARHR043360
AT2G39725	CARHR134570
AT2G39890	CARHR134810
AT1G15000	CARHR015540
AT5G15440	CARHR197880
AT2G31530	CARHR125170
AT5G15110	CARHR198210
AT2G32710	CARHR126600
AT2G17390	CARHR107550
AT5G03250	CARHR040510
AT2G32840	CARHR126790
AT3G12345	CARHR086880
AT5G57130	CARHR270910
AT5G14790	CARHR198520
AT3G12340	CARHR086870
AT5G14240	CARHR199100
AT3G48195	CARHR156940
AT3G48190	CARHR156920
AT1G26900	CARHR025040
AT2G30620	CARHR124100
AT5G23060	CARHR190470
AT3G25570	CARHR146500
AT5G19300	CARHR193670
AT4G10500	CARHR256130
AT5G53500	CARHR266640
AT1G33720	CARHR140750
AT2G07360	CARHR104050
AT4G30490	CARHR238380
AT1G05070	CARHR004540
AT2G18890	CARHR109450
AT5G43100	CARHR180880
AT5G63080	CARHR276890
AT3G61380	CARHR171720
AT2G39090	CARHR133850
AT3G52630	CARHR162450
AT3G29400	CARHR153060
AT1G62950	CARHR048710
AT2G22800	CARHR114100
AT2G25850	CARHR115380
AT4G31010	CARHR171470
AT3G61790	CARHR172120
AT4G00550	CARHR248720
AT2G18840	CARHR109400
AT3G01020	CARHR057210
AT3G60450	CARHR170800
AT5G22250	CARHR191310
AT4G14130	CARHR220150
AT5G48120	CARHR259290
AT4G34000	CARHR242140
AT4G15000	CARHR221690
AT3G55940	CARHR166020
AT3G48770	CARHR157530
AT5G52010	CARHR264940
AT5G02190	CARHR211170
AT3G45470	CARHR150220
AT5G66960	CARHR280720
AT3G66654	CARHR081200
AT2G45180	CARHR140400
AT5G23000	CARHR190530
AT4G15550	CARHR222360
AT1G27500	CARHR027090
AT1G24706	CARHR026420
AT4G01680	CARHR249990
AT3G15840	CARHR090930
AT2G20770	CARHR111440
AT3G18990	CARHR094410
AT1G05690	CARHR005210
AT5G51940	CARHR264880
AT1G53530	CARHR043770
AT5G60550	CARHR274210
AT2G03870	CARHR146260
AT5G12360	CARHR200750
AT4G19600	CARHR226390
AT5G41510	CARHR115930
AT3G61860	CARHR172190
AT2G15820	CARHR106180
AT3G05500	CARHR079890
AT1G55500	CARHR045170
AT1G25250	CARHR026310
AT2G41640	CARHR136730
AT2G31390	CARHR125020
AT1G14350	CARHR014790
AT1G14600	CARHR015100
AT5G46150	CARHR175650
AT1G61130	CARHR051560
AT5G56090	CARHR269470
AT3G02410	CARHR076380
AT5G57390	CARHR271190
AT1G73810	CARHR066890
AT1G63570	CARHR047810
AT3G52260	CARHR162020
AT4G11410	CARHR255160
AT2G45980	CARHR141250
AT1G79850	CARHR074660
AT2G07020	CARHR103930
AT1G04190	CARHR003520
AT3G07620	CARHR082320
AT1G08110	CARHR007920
AT1G48090	CARHR037730
AT1G05340	CARHR004830
AT3G06550	CARHR081100
AT5G63280	CARHR277130
AT1G15910	CARHR016420
AT5G09280	CARHR204130
AT3G56150	CARHR166300
AT1G19920	CARHR020410
AT4G01970	CARHR249710
AT5G11560	CARHR201660
AT3G53780	CARHR163680
AT5G39870	CARHR262310
AT1G50940	CARHR040980
AT1G68600	CARHR061400
AT1G78720	CARHR072260
AT1G77510	CARHR071030
AT5G24780	CARHR188720
AT2G25160	CARHR237600
AT1G18030	CARHR018620
AT3G55360	CARHR165370
AT4G13640	CARHR219350
AT4G09020	CARHR260080
AT1G66110	CARHR058090
AT3G44870	CARHR151170
AT5G44480	CARHR178600
AT5G47240	CARHR174120
AT3G54040	CARHR163940
AT1G18520	CARHR019140
AT1G64520	CARHR046430
AT2G24090	CARHR118260
AT5G14420	CARHR198890
AT5G10740	CARHR202580
AT4G36890	CARHR245620
AT3G21230	CARHR097130
AT3G01600	CARHR075320
AT1G36280	CARHR225270
AT5G57970	CARHR271750
AT1G13510	CARHR013860
AT5G60760	CARHR274440
AT2G33820	CARHR127920
AT1G28700	CARHR028140
AT1G48270	CARHR037890
AT3G54140	CARHR164050
AT1G05380	CARHR004890
AT5G52160	CARHR265080
AT5G55290	CARHR268660
AT4G30870	CARHR238770
AT1G78890	CARHR072470
AT5G24520	CARHR188910
AT2G44580	CARHR139800
AT5G24250	CARHR189290
AT4G32380	CARHR240300
AT1G78895	CARHR072480
AT2G27200	CARHR119700
AT4G32650	CARHR240620
AT2G18660	CARHR109250
AT5G55700	CARHR269020
AT5G60510	CARHR274170
AT1G55270	CARHR044930
AT1G26630	CARHR025340
AT2G40110	CARHR135080
AT2G40113	CARHR135090
AT1G19260	CARHR216160
AT4G36760	CARHR245120
AT2G40116	CARHR135100
AT5G35170	CARHR217250
AT2G26740	CARHR264560
AT4G23660	CARHR231030
AT4G24810	CARHR232200
AT1G03970	CARHR003320
AT4G23840	CARHR231220
AT1G22700	CARHR023070
AT2G46980	CARHR142350
AT2G46450	CARHR141740
AT5G44370	CARHR178760
AT5G60080	CARHR259980
AT3G04820	CARHR079070
AT1G62760	CARHR049080
AT3G09230	CARHR083570
AT1G05820	CARHR005350
AT4G16390	CARHR222760
AT1G80270	CARHR074220
AT2G31890	CARHR125600
AT1G12350	CARHR012640
AT1G26750	CARHR025210
AT3G09540	CARHR083950
AT1G02370	CARHR001690
AT3G20240	CARHR095850
AT4G32730	CARHR240730
AT2G47410	CARHR142800
AT5G58300	CARHR272110
AT1G55090	CARHR044680
AT4G18205	CARHR224960
AT4G29490	CARHR237320
AT4G26760	CARHR234380
AT5G01450	CARHR211820
AT2G39770	CARHR134630
AT4G18905	CARHR225780
AT3G20710	CARHR096510
AT3G50460	CARHR159980
AT1G63140	CARHR048370
AT5G13180	CARHR200290
AT1G09195	CARHR009150,CARHR009140
AT3G19740	CARHR095260
AT1G09190	CARHR009130
AT3G11660	CARHR086210
AT1G09440	CARHR009410
AT5G05700	CARHR207580
AT1G17870	CARHR018470
AT3G03100	CARHR077120
AT5G55250	CARHR268610
AT1G17650	CARHR018260
AT5G50170	CARHR258460
AT1G67680	CARHR060270
AT4G02100	CARHR249540
AT5G47020	CARHR174450
AT3G10190	CARHR084670
AT2G03260	CARHR145590
AT3G10440	CARHR084940
AT4G39480	CARHR247250
AT1G66840	CARHR058960
AT4G01070	CARHR249220
AT3G09760	CARHR084190
AT3G20650	CARHR096460
AT4G27580	CARHR235270
AT1G49050	CARHR039090
AT5G44200	CARHR179060
AT4G13240	CARHR218730
AT4G37380	CARHR245760
AT1G55890	CARHR045600
AT5G07020	CARHR206130
AT2G34620	CARHR128720
AT2G02790	CARHR145230
AT2G43000	CARHR138060
AT2G41890	CARHR136980
AT2G32270	CARHR126070
AT1G64880	CARHR056280
AT3G17030	CARHR092280
AT4G34220	CARHR242570
AT4G00530	CARHR248690
AT1G03390	CARHR002770
AT5G25120	CARHR188310
AT1G09220	CARHR009180
AT4G03070	CARHR251480
AT3G15540	CARHR090620
AT5G07700	CARHR205470
AT5G62640	CARHR276450
AT5G12240	CARHR200870
AT2G21910	CARHR112940
AT5G65280	CARHR279230
AT1G58110	CARHR053940
AT3G26000	CARHR146990
AT5G61170	CARHR274900
AT5G44790	CARHR178080
AT5G05080	CARHR208190
AT2G36950	CARHR131410
AT5G62470	CARHR276260
AT1G16290	CARHR016760
AT1G77240	CARHR070710
AT3G58980	CARHR169360
AT3G13410	CARHR088020
AT1G53330	CARHR043560
AT3G17940	CARHR093270
AT3G23830	CARHR099830
AT3G06950	CARHR081550
AT5G21950	CARHR191580
AT3G63140	CARHR173460
AT1G64080	CARHR046860
AT2G25070	CARHR116640
AT5G64610	CARHR278580
AT4G33060	CARHR241070
AT2G37025	CARHR131510
AT3G26500	CARHR147490
AT5G11530	CARHR201690
AT4G17040	CARHR223600
AT2G01680	CARHR144250
AT2G37020	CARHR131500
AT3G11560	CARHR086110
AT5G13460	CARHR199970
AT1G03020	CARHR002360
AT1G54320	CARHR045990
AT1G65930	CARHR057840
AT1G51790	CARHR041940
AT1G30620	CARHR030100
AT5G65690	CARHR279650
AT4G21230	CARHR227830
AT2G46180	CARHR141460
AT3G59500	CARHR169880
AT1G04330	CARHR003650
AT3G56700	CARHR166840
AT1G71430	CARHR291250
AT4G16800	CARHR223420
AT5G57340	CARHR271130
AT1G50440	CARHR040450
AT1G09150	CARHR009020
AT1G07870	CARHR007680
AT1G04440	CARHR003780
AT3G14310	CARHR089480
AT3G56890	CARHR167830
AT5G52190	CARHR265110
AT1G64330	CARHR046630
AT1G09400	CARHR009360
AT2G25110	CARHR116580
AT1G69930	CARHR063020
AT2G36380	CARHR130680
AT1G57790	CARHR054340
AT5G56560	CARHR270260
AT1G11440	CARHR011720
AT4G01250	CARHR249050
AT1G76700	CARHR070240
AT1G11112	CARHR011310
AT3G57030	CARHR167220
AT2G07560	CARHR104060
AT5G47850	CARHR184390
AT1G27880	CARHR027560
AT5G08580	CARHR204380
AT5G38450	CARHR291860
AT3G47060	CARHR155660
AT3G54020	CARHR163920
AT1G74890	CARHR068210
AT1G74720	CARHR068020
AT5G02450	CARHR210930
AT4G12490	CARHR253710
AT5G45980	CARHR175940
AT4G23540	CARHR230910
AT1G30950	CARHR030490
AT1G10865	CARHR011080
AT1G30480	CARHR029890
AT3G14760	CARHR089710
AT1G06470	CARHR006080
AT3G14940	CARHR089880
AT2G43910	CARHR139100
AT3G17410	CARHR092730
AT5G09870	CARHR203480
AT4G08330	CARHR259420
AT5G09876	CARHR203470
AT4G24265	CARHR231690
AT3G52280	CARHR162040
AT1G07700	CARHR007470
AT3G61300	CARHR171610
AT3G61650	CARHR004860
AT1G07705	CARHR007480
AT3G21290	CARHR097190
AT4G25440	CARHR232870
AT1G16830	CARHR017300
AT5G48600	CARHR037400
AT3G21295	CARHR097200
AT5G08130	CARHR205060
AT4G16807	CARHR223430
AT5G58530	CARHR272360
AT4G28450	CARHR236220
AT3G12590	CARHR087100
AT1G74090	CARHR067250
AT4G01995	CARHR249680
AT2G38620	CARHR133290
AT1G34470	CARHR033870
AT5G58020	CARHR271830
AT3G28720	CARHR151700
AT1G66760	CARHR058860
AT2G29560	CARHR122900
AT5G05460	CARHR207790
AT4G39600	CARHR247180
AT5G66190	CARHR281540
AT2G33630	CARHR127640
AT3G20230	CARHR095840
AT5G05740	CARHR207520
AT1G24280	CARHR026800
AT5G59000	CARHR285230
AT5G16650	CARHR196540
AT2G26790	CARHR118970
AT5G18220	CARHR194840
AT2G28960	CARHR122140
AT5G18550	CARHR194470
AT1G77220	CARHR070690
AT3G44600	CARHR151580
AT1G80870	CARHR073600
AT2G36570	CARHR130860
AT5G15650	CARHR197670
AT3G55880	CARHR165980
AT1G59600	CARHR283790
AT3G55550	CARHR165610
AT1G18730	CARHR019370
AT3G02080	CARHR076040
AT4G34920	CARHR243190
AT3G48680	CARHR157440
AT5G57090	CARHR270850
AT5G27280	CARHR185890
AT3G53730	CARHR163630
AT1G47603	CARHR037240
AT4G04220	CARHR078050
AT2G24240	CARHR117900
AT4G35030	CARHR243310
AT2G40935	CARHR136050
AT5G39410	CARHR262950
AT3G48560	CARHR157360
AT1G10240	CARHR010360
AT1G21540	CARHR021910
AT1G08470	CARHR008360
AT1G21010	CARHR021480
AT5G23630	CARHR189920
AT3G09880	CARHR084390
AT3G42950	CARHR152510
AT3G52660	CARHR162480
AT5G37600	CARHR215260
AT3G57420	CARHR167620
AT4G13235	CARHR218720
ATMG00740	CARHR283080
AT4G20780	CARHR227320
AT1G02960	CARHR002290
AT1G02610	CARHR001900
AT5G24060	CARHR189530
AT2G41180	CARHR136270
AT5G11170	CARHR288950
AT2G44350	CARHR139510
AT3G55080	CARHR165100
AT3G02885	CARHR076910
ATCG00480	CARHR282070
AT3G02880	CARHR076900
AT1G04750	CARHR004130
AT3G19100	CARHR094530
AT5G22540	CARHR191020
AT3G55770	CARHR165880
AT4G14890	CARHR221490
AT1G22930	CARHR023310
AT4G18120	CARHR224860
AT5G42630	CARHR181540
AT4G36950	CARHR245550
AT3G19450	CARHR094880
AT1G68410	CARHR061200
AT4G13615	CARHR219300
AT5G66570	CARHR281170
AT5G08470	CARHR204520
AT4G23470	CARHR230800
AT5G23490	CARHR190030
AT2G35370	CARHR129530
AT5G19790	CARHR193100
AT5G06210	CARHR206910
AT1G33170	CARHR032510
AT3G18850	CARHR094300
AT1G08610	CARHR008520
AT2G45510	CARHR140700
AT1G72820	CARHR065740
AT2G34360	CARHR128450
AT1G15210	CARHR015730
AT3G29090	CARHR152290
AT1G15740	CARHR016230
AT1G15215	CARHR015740
AT1G60430	CARHR052620
ATCG00730	CARHR282220
AT4G29800	CARHR237700
AT5G43960	CARHR179440
AT4G20870	CARHR227420
AT5G05920	CARHR207300
AT1G14160	CARHR014560
AT4G17910	CARHR224640
AT3G23630	CARHR099580
AT1G18190	CARHR018770
AT2G37620	CARHR131960
AT3G51890	CARHR161520
AT5G04850	CARHR208430
AT5G10080	CARHR203210
AT3G16450	CARHR091660
AT3G48380	CARHR157150
AT2G24400	CARHR117650
AT5G56630	CARHR270320
AT1G13740	CARHR014140
AT2G25520	CARHR115900
AT5G35910	CARHR216730
AT4G10070	CARHR261080
AT3G25740	CARHR146660
AT4G35500	CARHR243830
AT2G39518	CARHR134410
AT1G19020	CARHR019640
AT1G56460	CARHR055120
AT1G19025	CARHR019650
AT5G11680	CARHR201540
AT4G31350	CARHR239230
AT4G31790	CARHR239690
AT4G31600	CARHR239480
AT3G57390	CARHR167590
AT3G49160	CARHR158030
AT1G53490	CARHR043720
AT5G60160	CARHR273810
AT3G14170	CARHR089030
AT2G17090	CARHR293390
AT5G44540	CARHR178570
AT1G18990	CARHR019610
AT4G17540	CARHR224240
AT5G10220	CARHR203070
AT5G10550	CARHR202750
AT2G22030	CARHR113160
AT1G03560	CARHR002920
AT1G76250	CARHR069810
AT3G28370	CARHR292610
AT4G17880	CARHR224600
AT5G01410	CARHR211790
AT4G11060	CARHR255550
AT1G33790	CARHR215630
AT3G08590	CARHR082890
AT1G01700	CARHR000650
AT5G65950	CARHR281820
AT5G65820	CARHR279810
AT1G58320	CARHR284190
AT4G31805	CARHR239720
AT4G15760	CARHR290240
AT5G13500	CARHR199940
AT4G22250	CARHR229140
AT4G19650	CARHR226460
AT2G20540	CARHR111120
AT2G04795	CARHR102770
AT2G32230	CARHR125990
AT1G32220	CARHR031590
AT1G62150	CARHR049970
AT1G32550	CARHR032000
AT1G67300	CARHR059780
AT1G56200	CARHR045970
AT4G22780	CARHR229770
AT5G67220	CARHR280410
AT2G41451	CARHR136570
AT2G41450	CARHR136560
AT4G16490	CARHR222890
ATMG00910	CARHR283170
AT5G44005	CARHR179290
AT3G05270	CARHR079610
AT2G25680	CARHR115570
AT1G63680	CARHR047660
AT1G31050	CARHR030570
AT3G60220	CARHR170530
AT2G47115	CARHR142490
AT2G40320	CARHR135410
AT4G17720	CARHR224440
AT2G36220	CARHR130460
AT4G25200	CARHR232600
AT5G25530	CARHR187850
AT3G07810	CARHR082520
AT3G24360	CARHR100460
AT5G06690	CARHR206510
AT2G01070	CARHR143620
AT3G54210	CARHR164110
AT1G03700	CARHR003030
AT5G42980	CARHR181040
AT3G11100	CARHR085680
AT1G79620	CARHR073350
AT2G48130	CARHR143520
AT2G46860	CARHR142210
AT3G62600	CARHR172870
AT3G51990	CARHR161650
AT4G27150	CARHR058020
AT5G24000	CARHR189570
AT5G57630	CARHR271400
AT5G42400	CARHR285110
AT1G54100	CARHR044440
AT1G77140	CARHR070630
AT1G69450	CARHR062380
AT1G16840	CARHR017310
AT3G56891	CARHR167040
AT4G09760	CARHR260780
AT1G49600	CARHR039650
AT3G56600	CARHR166710
AT1G77250	CARHR070720
AT5G55120	CARHR268460
AT3G15950	CARHR091090
AT5G01620	CARHR211970
AT5G55125	CARHR268480
AT5G11660	CARHR201560
AT3G05410	CARHR079750
AT3G44460	CARHR104460
AT3G45420	CARHR150310
AT4G39520	CARHR247210
AT3G47650	CARHR156330
AT3G18220	CARHR093570
AT3G24500	CARHR100610
AT1G17460	CARHR018060
AT1G48510	CARHR038140
AT5G23070	CARHR190460
AT5G53760	CARHR266910
AT3G49830	CARHR158900
AT5G53980	CARHR267140
AT4G38100	CARHR246500
AT1G06280	CARHR005860
AT1G28130	CARHR027600
AT3G14570	CARHR089530
AT1G50140	CARHR040190
AT4G16230	CARHR222600
AT1G16590	CARHR017060
AT3G57440	CARHR167640
AT2G26260	CARHR115100
AT5G51460	CARHR264190
AT4G29050	CARHR236790
AT4G38340	CARHR294080
AT4G29000	CARHR236730
AT4G34390	CARHR242380
AT3G58610	CARHR169000
AT5G57380	CARHR271180
AT5G16700	CARHR196490
AT4G38830	CARHR247910
AT4G25450	CARHR232880
AT5G13850	CARHR199580
AT3G47380	CARHR156000
AT1G51630	CARHR041790
AT5G61600	CARHR275390
AT4G28200	CARHR235910
AT2G27690	CARHR120320
AT1G66610	CARHR058640
AT4G24550	CARHR231950
AT3G47470	CARHR156110
AT1G34260	CARHR033750
AT2G23840	CARHR028870
AT5G17840	CARHR195330
AT4G22920	CARHR229960
AT2G13440	CARHR104850
AT2G41990	CARHR115950
AT5G10630	CARHR202670
AT5G45670	CARHR176310
AT3G54910	CARHR164880
AT5G24830	CARHR188620
AT5G60730	CARHR274410
AT5G62865	CARHR276660
AT1G80040	CARHR074440
AT4G37770	CARHR246160
AT5G62860	CARHR276650
AT2G22680	CARHR113940
AT2G40740	CARHR135830
AT5G62065	CARHR275850
AT1G31020	CARHR030550
AT1G23710	CARHR024110
AT1G31940	CARHR031290
AT3G62880	CARHR173140
AT1G63350	CARHR049340
AT4G29260	CARHR237010
AT3G01750	CARHR075170
AT4G26200	CARHR233740
AT4G21585	CARHR228280
AT5G49820	CARHR258950
AT5G10820	CARHR202470
AT1G52780	CARHR042960
AT5G26010	CARHR187270
AT1G10470	CARHR010610
AT4G19860	CARHR226640
AT1G30540	CARHR029950
AT1G34040	CARHR033510
AT1G30010	CARHR029380
AT3G56040	CARHR166110
AT5G54290	CARHR267580
AT5G54520	CARHR267800
AT4G35730	CARHR244060
AT4G12800	CARHR218150
AT3G56440	CARHR166570
AT5G01990	CARHR212340
AT1G16330	CARHR016800
AT4G06676	CARHR260060
AT5G57740	CARHR271480
AT5G20620	CARHR210110
AT1G21710	CARHR022070
AT2G26650	CARHR118540
AT4G21580	CARHR228270
AT3G28630	CARHR286670
AT4G37590	CARHR245980
AT5G50450	CARHR257840
AT3G53650	CARHR163570
AT1G12650	CARHR012940
ATCG01040	CARHR178430
AT1G75620	CARHR069010
AT1G29260	CARHR028510
AT1G23570	CARHR024000
AT3G19930	CARHR095460
AT5G58480	CARHR272310
AT2G44220	CARHR139380
AT3G17880	CARHR093220
AT5G58600	CARHR272440
AT2G32480	CARHR126300
AT1G11870	CARHR012190
AT3G21590	CARHR097550
AT1G71780	CARHR291000
AT5G04540	CARHR208730
AT3G06190	CARHR080710
AT5G17690	CARHR195490
AT4G18350	CARHR225120
AT4G35620	CARHR243960
AT2G44950	CARHR140190
AT1G10657	CARHR010830
AT1G10650	CARHR010820
AT3G27850	CARHR149320
AT5G04890	CARHR208380
AT2G30390	CARHR123740
AT4G00650	CARHR257010
AT2G45740	CARHR140990
AT2G21080	CARHR111920
AT2G30424	CARHR123870
AT5G19540	CARHR193360
AT5G50180	CARHR258440
AT5G62280	CARHR276060
AT5G61460	CARHR275220
AT3G60470	CARHR170840
AT1G08860	CARHR008780
AT3G16340	CARHR091550
AT2G39705	CARHR134540
AT2G39870	CARHR134790
AT1G15020	CARHR015560
AT1G63240	CARHR048180
AT2G34555	CARHR128640
AT5G15460	CARHR197860
AT4G05090	CARHR252470
AT1G53165	CARHR043390
AT5G11900	CARHR201260
AT1G53163	CARHR043380
AT5G44635	CARHR178260
AT3G17080	CARHR092330
AT1G53160	CARHR043370
AT2G32730	CARHR126620
AT2G17370	CARHR107530
AT3G60310	CARHR170630
AT2G37060	CARHR131560
AT3G54920	CARHR164900
AT5G40610	CARHR261350
AT5G22040	CARHR191490
AT5G13140	CARHR200330
AT4G38210	CARHR293980
AT4G38740	CARHR294440
AT1G57670	CARHR054510
AT5G63270	CARHR277120
AT3G48170	CARHR156890
AT2G46230	CARHR025440
AT1G32530	CARHR031980
AT5G27270	CARHR185880
AT1G24490	CARHR026620
AT4G39160	CARHR247590
AT5G44630	CARHR178290
AT5G59700	CARHR273270
AT5G19890	CARHR192970
AT5G57300	CARHR271100
AT4G35190	CARHR243510
AT5G62130	CARHR275900
AT2G34080	CARHR128170
AT3G52340	CARHR162110
AT3G52610	CARHR162430
AT3G54250	CARHR164170
AT1G69210	CARHR062090
AT2G07680	CARHR104090
AT2G25870	CARHR115360
AT1G62975	CARHR048680
AT1G74640	CARHR067910
AT2G18860	CARHR109430
AT1G11300	CARHR011550
AT4G25780	CARHR233230
AT4G25830	CARHR233280
AT5G15790	CARHR197540
AT4G05320	CARHR252250
AT4G34020	CARHR242150
AT3G26440	CARHR147460
AT1G04010	CARHR003360
AT2G17110	CARHR293400
AT2G44150	CARHR139320
AT3G12100	CARHR086660
AT1G73965	CARHR067080
AT2G42160	CARHR107570
AT4G37850	CARHR246240
AT5G22220	CARHR191330
AT1G04100	CARHR003440
AT4G40000	CARHR246680
AT4G11650	CARHR254780
AT5G19960	CARHR192890
AT1G27520	CARHR027120
AT3G48710	CARHR157460
AT1G33540	CARHR032990
AT1G08280	CARHR008130
AT3G11480	CARHR086030
AT1G01550	CARHR000810
AT5G23570	CARHR189950
AT2G03890	CARHR146280
AT2G23460	CARHR293100
AT4G21902	CARHR228690
AT3G60420	CARHR170740
AT5G51230	CARHR256790
AT4G31290	CARHR239160
AT5G53210	CARHR266280
AT1G70610	CARHR063840
AT1G32280	CARHR270120
AT1G53550	CARHR043780
AT2G44830	CARHR140050
AT2G41660	CARHR136740
AT2G36490	CARHR130800
AT3G57830	CARHR168150
AT1G31470	CARHR287050
AT1G61110	CARHR051650
AT3G02470	CARHR076450
AT1G14370	CARHR014810
AT3G19595	CARHR095050
AT1G47290	CARHR036900
AT5G14220	CARHR199120
AT3G19590	CARHR095040
AT1G73830	CARHR066920
AT1G08130	CARHR007940
AT1G08135	CARHR007950
AT4G11470	CARHR255070
AT4G10610	CARHR255980
AT3G18380	CARHR093730
AT4G01400	CARHR250280
AT1G19900	CARHR020390
AT4G01950	CARHR249730
AT1G72560	CARHR065500
AT5G56930	CARHR270670
AT5G06160	CARHR206870
AT1G67840	CARHR060480
AT5G61650	CARHR275450
AT1G15970	CARHR016470
AT2G25980	CARHR259800
AT1G78700	CARHR072230
AT2G31110	CARHR124700
AT2G36720	CARHR131060
AT3G06660	CARHR081250
AT5G11540	CARHR201680
AT1G31970	CARHR031300
AT1G04830	CARHR004220
AT1G80600	CARHR073920
AT4G26840	CARHR234460
AT5G41310	CARHR213020
AT1G18500	CARHR019120
AT1G14080	CARHR014460
AT3G55340	CARHR165350
AT2G21550	CARHR112490
AT1G22540	CARHR022910
AT3G10400	CARHR084880
AT5G10760	CARHR202550
AT5G20700	CARHR192110
AT1G31790	CARHR031090
AT1G05310	CARHR004800
AT5G66900	CARHR177840
AT2G21130	CARHR111960
AT2G38890	CARHR133620
AT1G48210	CARHR037840
AT5G17230	CARHR195980
AT1G32940	CARHR032270
AT5G63370	CARHR277200
AT1G56690	CARHR054820
AT4G30810	CARHR238650
AT5G57625	CARHR271390
AT4G25900	CARHR233370
AT5G48650	CARHR183310
AT1G09370	CARHR009330
AT2G27220	CARHR119720
AT2G16405	CARHR106660
AT2G18130	CARHR108620
AT4G32670	CARHR240640
AT2G16400	CARHR106650
AT5G53820	CARHR266960
AT1G77390	CARHR070870
AT5G24500	CARHR188920
AT1G55520	CARHR045200
AT1G55250	CARHR044900
AT1G26650	CARHR025320
AT3G12810	CARHR087340
AT4G36740	CARHR245090
AT5G60570	CARHR274230
AT4G23640	CARHR231010
AT5G17070	CARHR196110
AT4G23310	CARHR230610
AT1G03950	CARHR003290
AT4G23860	CARHR231240
AT1G22760	CARHR023120
AT2G40130	CARHR135140
AT4G11380	CARHR255190
AT2G24070	CARHR118280
AT1G66460	CARHR058430
AT1G33320	CARHR032730
AT3G07640	CARHR082340
AT5G66631	CARHR281110
AT2G26070	CARHR114790
AT1G67510	CARHR060090
AT2G26920	CARHR119090
AT4G27520	CARHR235200
AT3G54220	CARHR164140
AT1G28580	CARHR028080
AT2G40520	CARHR135630
AT1G32050	CARHR031400
AT5G09660	CARHR203730
AT3G60050	CARHR170360
AT1G12330	CARHR012630
AT3G04840	CARHR079100
AT1G62740	CARHR049100
AT1G29000	CARHR028180
AT1G02390	CARHR001710
AT4G32717	CARHR240710
AT4G32710	CARHR240690
AT5G39510	CARHR262820
AT2G44650	CARHR139860
AT3G23170	CARHR099110
AT3G23175	CARHR099120
AT1G26730	CARHR025230
AT1G30510	CARHR029920
AT4G18430	CARHR225260
AT1G35490	CARHR034250
AT1G63160	CARHR048340
AT5G28530	CARHR185140
AT5G04830	CARHR208450
AT5G52350	CARHR265310
